,abstract_id,abstract,Anode,Capacity,C-rate,Voltage,Cycle number
164,doc_164,"The present study addresses the challenges encountered by aqueous lithium-ion batteries (ALiBs), specifically the limited electrochemical stability window and inadequate low-temperature energy retention. We propose a binary solvent electrolyte system comprising N,N-Dimethylformamide (DMF) as a co-solvent and 3-sulfolene (3SF) as an additive (5 wt.% 3SF in 9 M LiTFSI H2O/DMF with a molar ratio of 1:1). The H2O solvent ensures nonflammability and high safety, while DMF reduces the freezing point and enhances low-temperature conductivity. Additionally, DMF actively solvates Li+ ions, thereby reducing interfacial H2O content. Moreover, through the incorporation of the 3SF additive along with LiTFSI, a stable bilayer interphase film is formed on the anode surface effectively expanding the electrochemical stability window to 4.37 V. By leveraging the distinct roles played by solvents and additive, exceptional performance at both room temperature and low-temperature is achieved for the LiMn2O4/Li4Ti5O12 cell. Specifically, at room temperature, the cell demonstrates an initial coulombic efficiency reaching 90 %. Moreover, even after undergoing 300 cycles at 1 C-degrees, the capacity remains as high as 156.3 mAh g(- 1) (with a remarkable capacity retention rate of 96 %). Notably, in extremely lowtemperatures of -30 C-degrees, the cell exhibits excellent cycling performance which can still maintain a capacity retention rate of 98.8 % after 50 cycles. The proposed electrolyte design strategy, which takes into account both the bulk electrolyte and interfacial chemistry, presents a practical and feasible approach for the development of safe, low-temperature, and high-energy density ALiBs.",N/A,156.3 mAh g(-1),1,4.37 V,300
165,doc_165,"A series of anode materials with the general formula of Li2ZnTi3O8 (LZTO) and Li2-xZnTi3-xNbxO8 (x = 0.2, 0.4, and 0.5) (LZTNO) are designed. Different amount of high valence Nb5+ dopants not only reduces the content of lithium in LZTO but also alters the intrinsic characteristics of the composites, leading to optimized electrochemical performances. XRD, SEM, TEM, and XPS results suggest that Nb dopants are introduced successfully, but large amount of Nb5+ dopants (x > 0.2) result in the formation of ZnNb2O6 and TiO2. Owing to the small particle size and the improved structural stability, LZTNO-2 sample exhibits the best electrochemical performance, and it can deliver a charge/discharge capacity of 182.7/181.2 mAh g(-1) at 1 A g(-1) after 500 cycles, which is much higher than the value of LZTO (100.41/100.41 mAh g(-1)). The experiments suggest that the introduction of high valence dopants can effectively modulate the stoichiometry and lithium content of the anode materials, making the available vacant sites for subsequent intercalation of lithium obviously extended. Such a strategy is expected to be feasibly applied to other anode materials to enhance their specific capacity and electrochemical performances.",N/A,182.7/181.2 mAh g(-1),1 A g(-1),N/A,500
166,doc_166,"Disordered rock salt transition-metal oxides have emerged recently as promising electrodes for Li-ion batteries (LIBs). However, only two disordered rock salt (DRX) materials, Li3V2O5 and Li3Nb2O5, have been studied as anodes so far, leaving numerous DRX compounds with vast compositions and exotic battery-related performance unexplored. Here, based on theoretical analyses and calculations, we propose a Ta pentoxide-based DRX anode with rich electrochemical properties, where the thermodynamic stability, average voltage, energy density, redox chemistry, and cation mobility are studied. Our results show that DRXLi3Ta2O5 can cycle three Li ions at an average voltage of 1.27 V, which is higher than that of DRX-Li3V2O5 (0.73 V) but lower than that of DRX-Li3Nb2O5 (1.76 V), falling in the optimal range for the high rate performance. More importantly, DRX-Li3Ta2O5 exhibits a superhigh volumetric capacity of 1336 mAh cm-3, which surpasses that of graphite, Li4Ti5O12, and DRX-Li3V2O5. Meanwhile, the unique geometry of DRX-Li3Ta2O5 allows Li+ to diffuse rapidly through channels with low diffusion energy barriers, and Ta2O5 is electronically activated by inserting Li+ into the available octahedral sites with enhanced orbital overlapping. Our work expands the family of DRX anode materials with new features.",DRX-Li3Ta2O5,1336 mAh cm-3,N/A,1.27 V,3 Li ions
167,doc_167,"Among a variety of host materials for lithium storage, titanium-niobium oxides exhibit great potential in application. Herein, Ti2Nb10O29 nanowire is synthesized via an electrospinning method. Compared with bulk Ti2Nb10O29 prepared by solid-state approach, the electrochemical properties of Ti2Nb10O29 nanowire is better. According to the galvanostatic charging-discharging test, the initial capacity of 232.8 mAh g-1 for Ti2Nb10O29 nanowire is displayed. Besides, it exhibits superior rate performance. With the current density set as 0.5, 1, 2, 3, 4 and 5 C, the Ti2Nb10O29 nanowire can deliver the specific capacity of 251.3, 240.3, 221.8, 205.3, 188.1 and 174.5 mAh g-1 , respectively. Furthermore, its cycling performance is superior. The capacity retention of Ti2Nb10O29 nanowire is 85.90% after 900 cycles at 12 C, which is obviously superior than that of bulk Ti2Nb10O29 (25.16%). Finally, a Ti2Nb10O29/LiCoO2 full cell is fabricated, which exhibits excellent electro-chemical performance, demonstrating its potential for practical application.",Ti2Nb10O29,N/A,"0.5, 1, 2, 3, 4 and 5",N/A,900
168,doc_168,"The state-of-the-art lithium-ion capacitors (LICs), consisting of high-capacity battery-type anode and high-rate capacitor-type cathode, can deliver high energy density and large power density when comparing with traditional supercapacitors and lithium-ion batteries, respectively. However, the ion kinetics mismatch between cathode and anode leads to unsatisfied cycling lifetime and anode degradation. Tremendous efforts have been devoted to solving the abovementioned issue. One promising strategy is altering high conductive hard carbon anode with excellent structural stability to match with activated carbon cathode, assembling dual-carbon LIC. In this contribution, one-pot in-situ expansion and heteroatom doping strategy was adopted to prepare sheet-like hard carbon, while activated carbon was obtained involving activation. Ammonium persul fate was used as expanding and doping agent simultaneously. While furfural residues (FR) were served as carbon precursor. The resulting hard carbon (FRNS-HC) and activated carbon (FRNS-AC) show excellent electrochemical performance as negative and positive electrodes in a lithium-ion battery (LIB). To be specific, 374.2 mAh g-1- 1 and 123.1 mAh g-1- 1 can be achieved at 0.1 A g-1- 1 and 5 A g-1- 1 when FRNS-HC was tested as anode. When combined with a highly porous carbon cathode (S BET = 2961 m2 2 g-1)- 1 ) synthesized from the same precursor, the LIC showed high specific energy of 147.67 Wh kg- 1 at approximately 199.93 W kg- 1 , and outstanding cycling life with negligible capacitance fading over 1000 cycles. This study could lead the way for the development of heteroatom-doped porous carbon nanomaterials applied to Li-based energy storage applications. (c) 2023 Institute of Process Engineering, Chinese Academy of Sciences. Publishing services by Elsevier B.V. on behalf of KeAi Communications Co., Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-ncnd/4.0/).",FRNS-HC,"374.2 mAh g-1, 123.1 mAh g-1","0.1 A g-1, 5 A g-1",N/A,N/A
169,doc_169,"Fast-charging technology is indeed a critical technical problem for electric vehicles today. Improving the conductivity of electrode materials is one of the effective ways to solve this technical bottleneck. Here, we incorporated highly conductive MXene and carbon nanotubes into the electrode materials of Li4Ti5O12 (LTO) and LiFePO4 (LFP) to construct the composite electrode material 3D-LTO-CNT-MXene and 3D-LFP-CNT-MXene (named 3D-LTO and 3D-LFP). The 3D-LTO we synthesized demonstrated an impressive capacity of 146.2 mAh g-1 at a 20C rate (where 1C = 175 mA g-1), the 3D-LFP material exhibited a capacity of 104.6 mAh g-1 at a 20C rate (where 1C = 170 mA g-1). This remarkable rate capability can be attributed to the constructed three-dimensional conductive network, which facilitates enhanced electrical conductivity and electron migration rates, thereby promoting rapid charging and discharging of the batteries. Furthermore, we assembled a 3D-LTO||3D-LFP full cell, which demonstrated exceptional performance at a high rate of 10C (1C = 170 mA g-1), achieving an energy density of 68.34 Wh kg-1 and a power density of 1547.5 W kg-1. This work demonstrates the feasibility of constructing 3D highly conductive electrode materials for rapid charging and discharging at high rates. It paves the way for the commercial application of truly ultra-fast charging in electric vehicles. (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)MXene(sic)(sic)(sic)(sic)(sic)(CNTs)(sic)(sic)(sic)Li4Ti5O12(LTO)(sic)LiFePO4(LFP)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)3D-LTO-CNT-MXene(sic)3D-LFP-CNT-MXene((sic)(sic)3D-LTO(sic)3D-LFP).(sic)(sic)(sic)(sic)(sic)(sic)3D-LTO(sic)20C(sic)(sic)(sic)(1C = 175 mA g-1)(sic)(sic)(sic)(sic)146.2 mAh g-1(sic)(sic)(sic)(sic)(sic),(sic)3D-LFP(sic)(sic)(sic)20C(sic)(sic)(sic)(1C = 170 mA g-1)(sic)(sic)(sic)(sic)104.6 mAh g-1(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic),(sic)(sic)(sic)(sic)3D-LTO(sic)3D-LFP(sic)(sic)(sic)3D-LTO||3D-LFP(sic)(sic)(sic),(sic)(sic)10C(1C=170 mA g-1)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)68.34 Wh kg-1,(sic)(sic)(sic)(sic)(sic)(sic)1547.5 W kg-1.(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).",MXene/CNTs/LTO/LFP,"146.2 mAh g-1, 20C (10C)","N/A, 3D-LTO-CNT-MXene (170 mA g-1), 3D-LFP-CNT-MXene (175 mA g-1)",N/A,"3D-LTO (20C), 3D-LFP (10C)"
170,doc_170,"Li4Ti5O12 (LTO) were doped with the same group element (Zr4+), diagonal elements (Nb5+ and W6+), and same period element (V5+) of titanium, respectively, to quantitative doping effect and explore the possibility of diagonal line rule in doping. It is conducive to synthesis doping Li4Ti5O12 with excellent properties by the ammonia-assisted mechanical ball-milling method (AAMBM). Through systematic experimental comparison, Li4Ti4.95Nb0.05O12 (LTNO) exhibits finer particle, higher specific surface area, narrower band gap, and more excellent electrochemical performance compared to others, since Nb and Ti have similar ion polarization ability, standard electrode potential, and the conjugable outer electron arrangement (Nb 4d45s1 whose 5 s electrons can be delocalized to d orbits to form half full orbit state). Particularly, LTNO shows the highest initial first discharged capability up to 151 mAh g(-1) and the capacity retention of 90% at 5 C rate after 300 cycles, indicating both outstanding high-rate discharge performance and cycling stability. The doping factor was proposed to roughly quantify their doping effect of Zr4+, Nb5+, V5+, and W6+, by using the ratio of specific capacity values of doped LTO and pure LTO after 500 cycles at 5 C, which are 1.2, 1.86, 1.05, and 1.08, respectively.",LTO,N/A (initially) / 151 mAh g(-1) (first discharged),5 C,N/A,500 / 300
171,doc_171,"Lithium-ion batteries for high-power applications have become an increasingly important area of development as these devices have been used in implantable medical devices, where extreme safety and long lifetimes are essential. TiNb2O7 has emerged as a promising candidate to replace the current industrial standard Li4Ti5O12 as a safe high-power anode. In this study, we use combinatorial methods to screen the effects of 52 different dopants (M) in the composition (TiNb2)(0.98)M0.06O7 with 52 unique elemental dopants. The materials were studied with high throughput by X-ray diffraction and cyclic voltammetry to reveal the performance of the doped materials. Structural analysis revealed a change in the lattice parameters dependent on the substituent present, and some extremely large dopants were able to partially substitute into the materials. Several doped materials, particularly with large dopants, show excellent discharge capacities of 326.7 mAh g(-1) at room temperature, an improvement of over 20% over the undoped material despite moderate doping levels (2% of the metals). Many of the doped TNO samples show excellent extended cycling, especially at 37 degrees C. The dramatic improvements with the addition of large dopants (most of which are electrochemically inactive) are attributed to distortions in the local structure improving the Li diffusion paths, thereby enabling higher capacities, and establish a new design principle in optimizing these safe anodes.",High-power anode,326.7 mAh g(-1),N/A,Room temperature (not specified in voltage terms),"Moderate levels (2% of the metals), with some showing excellent extended cycling"
172,doc_172,"Lithium titanate Li4Ti5O12 (LTO) with a spinel structure has been actively studied as a potential candidate for the negative electrode material in lithium ion batteries. In this work, LTO-Li2TiO3 (LTC) and LTO-TiO2 (LTT) composites were investigated. The use of powder X-ray diffraction (PXRD) with synchrotron radiation (SR) made it possible to trace the process of formation of the composites in situ and obtain information on changes in the phase composition of reaction products depending on the temperature and the ratio of the initial reagents, Li2CO3 and TiO2. It was found that irrespective of the initial ratio of reagents (lack of Li2CO3, stoichiometric ratio or excess of Li2CO3 for LTC, LTO and LTT samples, respectively), the synthesis proceeds in three stages, including formation of nanocrystalline Li2TiO3 as intermediate phase. LTC composites consist of microparticles of Li4Ti5O12phase covered by a layer of Li2TiO3phase, whereas in LTT composites large particles of TiO2 phase are surrounded by microparticles of LTO phase. Electrochemical studies showed that LTT composites have relatively low capacity as expected assuming that TiO2 is electrochemically inactive phase in the composites. In contrast, LTC composites have a specific capacity of 187 mAh/g that exceeds the theoretically expected capacity values. According to highresolution electron microscopy data (HREM), LTC composites have a large number of Li4Ti5O12/Li2TiO3 interfaces, which are diffuse and seem to be coherent due to similarity of crystal structures LTO and Li2TiO3.",LTO-Li2TiO3 (LTC) and LTO-TiO2 (LTT) composites,187 mAh/g,N/A,N/A,N/A
173,doc_173,"TiNb2O7 has attracted extensive attention from lithium-ion battery researchers due to its superior specific capacity and safety. However, its poor ion conductivity and electron conductivity hinder its further development. To improve the ion/electron transport of TiNb2O7, we report that chlorine doping and oxygen vacancy engineering regulate the energy band and crystal structure simultaneously through a simple solid-phase method. NH4Cl was used to realize Cl(- )doping and oxygen vacancy production. A Rietveld refinement demonstrates an effective substitution of Cl in the O sites of Nb-O octahedra, with an enlarged crystal plane spacing. The oxygen vacancies provide more active sites for lithium intercalation. The diffusion coefficient of Li+ is inceased from 2.39 x 10(-14) to 1.50 x 10(-13) cm(2 )s(-1), which reveals the positive influence of Cl- doping and oxygen vacancies on the promoted Li+ transport behavior. Charge compensation is introduced by the doping of Cl- and the generation of oxygen vacancies, leading to the formation of Ti3+ and Nb4+ and the adjustment of the electronic structure. DFT calculations reveal that TiNb2O7 with Cl- doping and an O vacancy shows a metallic property with a finite value at the Fermi level, which is conducive to electron transfer in the electrode material. Benefiting from these advantages, the modified TiNb2O7 presents superior rate performance with a commendable capacity of 172.82 mAh g(-1) at 50 C. This work provides guidance to design high-performance anode materials for high-rate lithium-ion batteries.",N/A,172.82 mAh g(-1),50 C,N/A,N/A
174,doc_174,"The impetus to study and develop polymer electrolytes for metal-ion batteries is due to their enhanced safety compared to flammable organic liquid electrolytes, promising ionic conductivity, and broad electrochemical stability window, making them to viable candidates for battery application. In the current work, we present a simple fabrication procedure and a comprehensive physico-chemical study of various PVDF-HFP-based electrolyte formulations with a sufficient addition of PEO polymer, LiTFSI conducting salt, and EMIMTFSI ionic liquid. The ionic conductivity, activation energy for ionic movement and thickness of the resulting polymer electrolyte show a non-linear dependency on the PVDF-HFP/PEO ratio. The electrolyte composition with a 0.35PEO-0.65PVDF-HFP/1LiTFSI/1EMIMTFSI mass fraction exhibits the highest ionic conductivity among the compositions, revealing 7.7x10-5 S cm-1 at 30 degrees C. Electrochemical tests in half full and full Li-ion batteries with a LiFePO4 cathode and Li4Ti5O12 anode also emphasized this composition as the most promising one, providing an initial capacity in full cells of 120 mAh g-1 and a capacity retention of about 75% after 50 charge/discharge cycles at a 0.1 C current rate. In the PEO/PVDF-HFP polymer blend with EMIMTFSI as a plasticizer, the amount of crystalline parts, which are detrimental to a fast ionic diffusion, is significantly reduced.",Li4Ti5O12,120 mAh g-1,N/A,N/A,N/A
175,doc_175,"Lithium ion batteries (LIBs) have swept the whole energy storage field. However, the current mainstream lithium batteries are difficult to operate stably at high temperature (> 60?) due to the decomposition of electrolyte and solid electrolyte interphase (SEI), the cathode metal elements dissolution behavior, and potential thermal runaway. Here, We report a double-salt electrolyte with lithium bis(fluorosulfonyl)imide (LiFSI) and lithium difluoro(oxalato)borate (LiDFOB) as electrolyte salt, fluoroethylene carbonate (FEC), and tetra(ethylene glycol) dimethyl ether (TEGDME) as cosolvent, which delivers excellent ionic conductivity, high electrochemical stability and satisfactory ability to impede the dissolution of Fe element under elevated temperature (70?). In addition, the electrolyte is benefited to form a robust and thermal-resistance solid-electrolyte interface (SEI) layer on the surface of graphite (Gr) anode, which shows improved decomposition temperature (86?). The assembled thermally stable and high-safety 1300 mAh 18650-type LiFePO4|Gr cell shows high Coulombic efficiency (~99.7%), improved cycling stability with discharge capacity 871.1 mAh after 200 cycles at 0.5 C and 70?. This work affords a splendid strategy for address the unstable interface at both cathode and anode for safe high-temperature LIBs.",Gr (Graphite),1300 mAh,N/A,N/A,200
176,doc_176,"Herein, Li2Zn1-xAlxTi3O8/C (x = 0, 0.05, 0.1, 0.15) materials were successfully synthesized using the sol-gel method. Li2ZnTi3O8/C materials are hindered by Ti4+ during the electron migration process, resulting in poor electron conductivity. Moreover, a part of Zn2+ in the tetrahedral position blocks Li+ migration through the tetrahedron, resulting in low ionic conductivity, and will directly lead to the low electrochemical properties of Li2ZnTi3O8/C. The electrochemical properties of Li2ZnTi3O8/C can be improved by doping it with Al3+. The charge-discharge experiments show that Li2Zn0.9Al0.1Ti3O8/C possesses the optimal doping amount, and its maximum specific capacity can reach 320.6 at 200 mAh for 100 cycles, showing excellent cycle performance. Additionally, the discharge capacity of Li2Zn0.9Al0.1Ti3O8/C was 290.1 mA h g(-1) at 200 mA g(-1) and 229.7 mA h g(-1) at 1000 mA g(-1). These results demonstrate that doping with Al3+ can be a useful technique to make the electrochemical performance become better.",N/A,"320.6 mAh, 290.1 mA h g(-1), 229.7 mA h g(-1)","200 mA g(-1), 1000 mA g(-1)",N/A,100
177,doc_177,"Conventional lithium ion batteries (LIBs) present issues with ion transfer capability, and the low electronic conductivity of Li4Ti5O12 (LTO) could limit usage in energy applications. Herein, we report integrated Li4Ti5O12-TiO2 (LTO-TO) nano-hybrid synthesis by a solvothermal technique followed by a calcination process, where the phase composition of TO in LTO is optimized to enhance the rate capability and cyclic stability of the as-prepared materials. The homogeneous composite of integrated LTO-TO-4 nano-hybrid accomplish the superior cyclic performance and reversibility compared to the other compositions due to the existence of optimized secondary phase of TiO2 by using the surfactant. In the interim, to signify the outstanding rate capability of as-prepared integrated LTO-TO-4 nano-hybrid is cycled at different current densities from 100 to 8000 mA g(-1) and the obtained specific capacities are 468, 337, 268, 235, 211, and 183 mAh g(-1), respectively. In addition, after 300 cycles at a current density of 5000 mA g(-1), as-prepared integrated LTO-TO-4 nano-hybrid depicts the specific capacity of 198 mAh g(-1). From the synthetic procedure with optimized conditions and systematic characterizations, the formation of integrated LTO-TO-4 nano-hybrid s hows an improved electrochemical performance than the other compositions.",LTO-TO,"468, 337, 268, 235, 211, and 183 mAh g(-1)","100 to 8000 mA g(-1), 5000 mA g(-1)",,
178,doc_178,"Li- and Mn-rich layered oxide material (xLi2MnO3 center dot(1-x)LiMeO2, Me = Ni, Mn, and etc., LMR-NM) is paired with Li4Ti5O12 (LTO) in a full cell and evaluated for the Behind-the-Meter Storage (BTMS) applications. The LMR-NM/ LTO full cell shows very high capacities and excellent long-term cycle life. It delivers 192 mAh g-1 after 500 cycles at C/2 and 45 degrees C with a capacity retention of 75 % and coulombic efficiency higher than 99.95 %. It also has impressive rate capabilities. A capacity of 220 mAh g-1 is achieved at 2C which is 88 % of the initial capacity at C/10. The high cycling temperature clearly enhances electrochemical kinetics and activates more Li2MnO3 component, which gives high capacities, low cell impedance, and better rate capabilities. Moreover, it helps to form a relatively thick cathode-electrolyte interphase (CEI) film to suppress transition metal dissolution from the cathode surface. The upper cut-off voltage (UCV) of 3.0 V keeps the structural integrity of the cathode during cycling. A higher UCV of 3.2 V accelerates structural instabilities of the cathode as well as growth of the solidelectrolyte interphase (SEI) via transition metal dissolution and deposition on the anode surface. It results in higher cell impedance, worse capacity retention and faster capacity fade.",N/A,220 mAh g-1,"2C, C/10","3.0 V, 3.2 V (UCV)",N/A
179,doc_179,"To compete with commercial organic electrolytes, aqueous electrolytes beyond water-in-salt electrolytes with a lower salt concentration of <5.0 m (mol kg(solvent)(-1)) and wider electrochemical stability window of >3.0 V are urgently needed. Here we report a 4.5 m lithium bis(trifluoromethanesulfonyl) imide (LiTFSI)-KOH-CO(NH2)(2)-H2O non-flammable ternary eutectic electrolyte that expands the electrochemical stability window to >3.3 V by forming a robust solid-electrolyte interphase. The ternary eutectic electrolyte enables Li1.5Mn2O4 || Li4Ti5O12 pouch cells to achieve a high average Coulombic efficiency of 99.96% and capacity retention of 92% after 470 cycles at an areal capacity of 2.5 mAh cm(-2), a low positive/negative capacity ratio of 1.14 and a lean electrolyte (3 g Ah(-1)). The Li loss due to the solid-electrolyte interphase formation in the initial charge/discharge cycles is compensated by an excess 0.5 Li in the Li1.5Mn2O4 cathode, which converts the Li1.5Mn2O4 || Li4Ti5O12 cell into LiMn2O4 || Li4Ti5O12 after solid-electrolyte interphase formation. The 2.5 V aqueous Li1.5Mn2O4 || Li4Ti5O12 pouch cells with practical settings demonstrate a promising approach towards safe, low-cost and high-energy aqueous Li-ion batteries. High-energy batteries require electrolytes with a wide electrochemical stability window. Building on the water-in-salt electrolyte concept, the authors develop a ternary eutectic electrolyte with substantially reduced salt concentrations that enable high-performance Li1.5Mn2O4 || Li4Ti5O12 batteries",N/A,2.5 mAh cm(-2),N/A,2.5 V,470
180,doc_180,"Nowadays, the extended usage of lithium/sodium ion batteries (LIBs/SIBs) encounters nerve-wracking issues, including a lack of suitable reservoirs and high thermal runaway hazards. Although using TiO2 and Li4Ti5O12 has been confirmed to be effective in improving battery safety, their low theoretical capacities inevitably cause damage to the electrochemical performance of the battery. Achieving win-win results has become an urgent necessity. This study designed a metal-organic framework (MOF)-derived in situ carbon-coated metal selenide (Ni-Se@G@C) as the anode. When the current density is 0.1-0.3 A g-1, the initial capacity of LIBs reaches 993.2 mAh g-1, which increases to 1478.9 mAh g-1 after running 800 cycles. When running at 2 A g-1, the cell also offers a relatively high capacity of 458.3 mAh g-1 after 1500 cycles. After the replacement of graphite with Ni-Se@G@C, the self-heating temperature (T 0) and thermal runaway triggering temperature (T 1) of half and full cells are significantly increased. Meanwhile, the maximum thermal runaway temperature (T 2) and maximal heating release rate (HRRmax) are significantly reduced. Of note, the usage of Ni-Se@G@C enables the battery with superior cycling and rate performance. When used in SIBs, the cell gives an initial discharge capacity of 624.9 mAh g-1, which still remains at 269.4 mAh g-1 after running 200 cycles at 1 A g-1. Notably, E a of the Ni-Se@G@C cell is 5.6 times higher than that of the graphite cell, corroborating the promoted safety performance. This work provides a new paradigm for MOF-derived micro/nanostructures, enabling the battery with an excellent electrochemical and safety performance portfolio.",Ni-Se@G@C,"624.9 mAh g-1 (initial), 269.4 mAh g-1 (after 200 cycles), 458.3 mAh g-1 (after 1500 cycles)",2 A g-1,N/A,"200, 800, 1500"
181,doc_181,"Nowadays, poly(vinylidene fluoride) (PVdF) has been dominantly utilized as a polymeric binder in commercialized Li-ion batteries. However, standardized PVdF-based electrode manufacturing seems cost-intensive and environmentally hazardous, which relies on the usage of toxic N-methyl-2-pyrrolidone (NMP) as a dispersant. In view of cost control and environmental awareness, switching to a water-processable green binder, as a substitute for PVdF, has been imperative with realistic significance. Herein, commercially available white latex (WL), containing poly(vinyl acetate) as a staple ingredient, was directly used as an alternative aqueous binder for PVdF in the fabrication of graphite/Li4Ti5O12-based lithium-ion anodes. WL exhibits robust adhesion of the electrode coating to the current collector; meanwhile, the restricted electrolyte swelling of the binder is verified by in situ electrochemical dilatometry. Outperforming PVdF, WL endows graphite with extensive surface coverage by the binding agent, dramatically reducing irreversible decomposition of the electrolyte (SEI formation) on graphite. Consequently, the WL-based graphite anode delivers the highest initial coulombic efficiency (CE) of 92% and remarkable long cyclic stability with a high capacity retention of 332.7 mAh/g, compared to the PVdF-and carboxymethyl cellulose (CMC)-based ones. Moreover, WL is also compatible with Li4Ti5O12, endowing it with more stable cycling behavior than that of the counterparts prepared with both PVdF and even CMC. Our described WL represents an appealing green  alternative for PVdF in manufacturing sustainable and ecofriendly energy storage devices.",Graphite/Li4Ti5O12-based,N/A,N/A,N/A,N/A
182,doc_182,"Lithium-thiophosphate-based all-solid-state batteries (ASSBs) are increasingly attracting attention for high-density electrochemical energy storage. In this work, the cycling performance of single and polycrystalline forms of LiNixCoyMnzO2 (NCM, with >= 83% Ni content) cathode active materials in ASSB cells with an Li4Ti5O12 composite anode is explored, and the advantages and disadvantages of both morphologies are discussed. The virtual lack of grain boundaries in the quasi-single-crystalline material is found to contribute to improved stability by eliminating the tendency of Ni-rich NCM particles to crack during cycling, due to volume differences between the lithiated and delithiated phases. Although the higher crack resistance mitigates effects of chemical oxidation of the lithium thiophosphate solid electrolyte, the cells suffer from electrochemical side reactions occurring at the cathode interfaces. However, coating the single-crystal particles with a protective LiNbO3 overlayer helps to stabilize the interface between cathode active material and solid electrolyte, leading to a capacity retention of 93% after 200 cycles (with q(dis) approximate to 160 mAh g(NCM)(-1) or 1.7 mAh cm(-2) at C/5 rate and 45 degrees C). Overall, this work highlights the importance of addressing electro-chemo-mechanical phenomena in ASSB electrodes.",Li4Ti5O12 composite,N/A,C/5 rate,N/A,200 cycles
183,doc_183,"New lithiated NaSICon-typed phosphates LiNiV2(PO4)3/C (LNVP/C) and LiMnV2(PO4)3/C (LMVP/C), prepared via the sol-gel synthesis route, are investigated as negative electrode materials for Li ion batteries (LIBs). This study discusses the structural and morphological features of the synthesized materials and reports their electrochemical performance/behavior as negative electrode materials for LIBs. Both materials crystallize in a triclinic system with the P1 space group. The materials were also proved to be mesoporous using N2 sorption analysis, and their BET surface areas were determined along with their pore size distributions. For the electrochemical behavior, both materials delivered high initial capacities surpassing 400 mAh.g- 1 at a slow rate (0.2C) and showed good cycling stability at a fast rate of 5C. During long-term cycling, LNVP/C and LMVP/C retained an acceptable reversible capacity of about 245 mAh.g- 1 at a slow C-rate. The formation, evolution and growth of the solid electrolyte interface was evaluated using ex-situ X-ray photoelectron spectroscopy. This analysis, along with the in-operando X-ray diffraction, allowed a better understanding of the operating mechanism and occurring side reactions during cycling.",Negative,245 mAh.g-1,Slow,N/A,N/A
184,doc_184,"To improve the practical performance of Na-ion batteries, electrode structure engineering provides a new route to improve the electrochemical efficiency of the cathode active material. In this study, we suggest a new route of one-pot spray engineering to design Na0.44MnO2 cathodes to realize high-rate and cycle-stable Na-ion battery performance. This technique adjusts the electrode structure from a dense to an open sponge-like morphology during layer-by-layer deposition of the materials. The sponge-like cathode results in improved ion insertion and transport kinetics, thus accelerating the rate capability with increased capacity and high-rate cycling capability (100.1 mAh/g and 90.2% cycling retention after 100 cycles at 5 C). These results highlight the potential for design engineering of cathode structures to achieve high-rate and cycle-stable performance for Na-ion batteries.",N/A,100.1 mAh/g,Not specified,Not specified,100 cycles
