,abstract_id,abstract,Cathode,Capacity,C-rate,Voltage,Cycle number
262,doc_262,"Solid polymer electrolytes (SPEs) have become promising candidate to replace common liquid electrolyte due to highly improved security. However, the practical use of SPEs is still restricted by their decomposition and breakage at the electrode interfacial layer especially at high voltage. Herein, a new cationic covalent organic framework (COF) is designed and synthesized as a reinforced skeleton to resist the constant oxidative decomposition of solid polycarbonate electrolyte, which can stabilize cathode electrolyte interphase layer to develop long-term cycle solid lithium metal battery. The ultralow HOMO energy (-12.55 eV according to density functional theory (DFT) calculations), reflecting its oxidation resistance at positive potential, would be responsible for the high decomposition voltage of 5.2 V versus Li+/Li of solid polycarbonate electrolyte. Furthermore, the smooth surface of interfacial layer and inhibited decomposition reaction at cathode side is confirmed in solid LiCoO2 cell, which realizes high initial capacity up to 160.3 mAh g(-1) at 0.1 C and greatly improved stability in 4.5 V class solid polymer lithium metal battery with high capacity retention over 200 cycles. This new type of high-voltage resistant solid polymer electrolyte promotes the realization of high-voltage cathode materials and higher energy density lithium metal battery.",N/A,160.3 mAh g(-1),0.1 C,"4.5 V, 5.2 V",
263,doc_263,"Lithium cobalt oxide (LCO) is widely used in Li-ion batteries due to its high volumetric energy density, which is generally charged to 4.3 V. Lifting the cut-off voltage of LCO from 4.3 V to 4.7 V will increase the specific capacity from 150 to 230 mAh g(-1) with a significant improvement of 53%. However, LCO suffers serious problems of H1-3/O1 phase transformation, unstable interface between cathode and electrolyte, and irreversible oxygen redox reaction at 4.7 V. Herein, interface stabilization and band structure modification are proposed to strengthen the crystal structure of LCO for stable cycling of LCO at an ultrahigh voltage of 4.7 V. Gradient distribution of magnesium and uniform doping of nickel in Li layers inhibit the harmful phase transitions of LCO, while uniform LiMgxNi1-xPO4 coating stabilizes the LCO-electrolyte interface during cycles. Moreover, the modified band structure improves the oxygen redox reaction reversibility and electrochemical performance of the modified LCO. As a result, the modified LCO has a high capacity retention of 78% after 200 cycles at 4.7 V in the half cell and 63% after 500 cycles at 4.6 V in the full cell. This work makes the capacity of LCO one step closer to its theoretical specific capacity.",LCO,150-230 mAh g(-1),N/A,4.6-4.7 V,"200, 500"
264,doc_264,"Polycrystalline Ni-rich layered oxide (LiNixCoyMnzO2(NCM), x > 0.8) cathode material with high specific capacity and low cost is considered as one of the most promising candidate materials for lithium-ion batteries (LIBs). However, it suffers from severe structural and capacity degradation during practical cycling, especially under harsh operation condition (ultrahigh cutoff voltage and elevated temperature, etc.). One promising approach to mitigate these issues is to develop a single-crystal Ni-rich NCM cathode, which could enhance structural integrity and improve capacity retention, due to its robust and stable micro-sized primary particles. However, the improved cyclic stability comes at the expense of reversible capacity and rate capability, owing to the relatively low Li+ diffusion efficiency for its micron-sized primary particles. Moreover, the structural degradation and exacerbation of interfacial reactions for the Ni-rich NCM cathode under high-voltage (>= 4.5 V) would quickly trigger the poor electrochemical performance, limiting its practical applications. Herein, LiNi0.827Co0.11Zr0.003Mn0.06O2 (Zr@SC-N-83) cathode material was successfully synthesized via the in situ doping strategy. It could not only effectively maintain the reversibility of phase transition between H2 and H3 after long-term cycling at high voltage (4.6 V), but also enhance lithium-ion diffusion, thus improving the cycling performance and good rate performance for the Zr@SC-N-83 cathode. As a result, 0.3 wt% Zr-doping cathode delivers an initial discharging capacity of 200.1 mAh.g(-1) at 1.0C and at the high cutoff voltage of 4.6 V, exhibiting the satisfactory capacity retention of 85.5% after 100 cycles. It provides an effective route toward low-cost and higher energy density for lithium-ion batteries with Ni-rich cathode.",Zr@SC-N-83,200.1 mAh.g(-1),1.0C,4.6 V,100 cycles
265,doc_265,"LiNi0.8 Co0.15 Al0.05 O2 (NCA) is a promising cathode for sulfide-based solid-state lithium batteries (ASSLBs) profiting from its high specific capacity and voltage plateau, which yielding high energy density. However, the inferior interfacial stability between the bare NCA and sulfides limits its electrochemical performance. Hereien, the dual-electrolyte layer is proposed to mitigate this effect and enhance the battery performances of NCA-based ASSLIBs. The Li3 InCl6 wih high conductivity and excellent electrochemcial stability act both as an ion additives to promote Li-ion diffusion across the interface in the cathode and as a buffer layer between the cathode layer and the solid electrolyte layer to avoid side reactions and improve the interface stability. The corresponding battery exhibits high discharge capacities and superior cyclabilities at both room and elevated temperatures. It exhibits discharge performance of 237.04 and 216.07 mAh/g at 0.1 and 0.5 C, respectively, when cycled at 60 degrees C, and sustains 95.9% of the capacity after 100 cycles at 0.5 C. The work demonstrates a simple strategy to ensure the superior performances of NCA in sulfide-based ASSLBs. (c) 2024 Published by Elsevier B.V. on behalf of Chinese Chemical Society and Institute of Materia Medica, Chinese Academy of Medical Sciences.",LiNi0.8 Co0.15 Al0.05 O2 (NCA),N/A,0.1 and 0.5 C,Not mentioned,100
266,doc_266,"All-solid-state batteries (ASSBs) are gaining traction in the arena of energy storage due to their promising results in producing high energy density and long cycle life coupled with their capability of being safe. The key challenges facing ASSBs are low conductivity and slow charge transfer kinetics at the interface between the electrode and the solid electrolyte. Garnet solid-state electrolyte has shown promising results in improving the ion conductivity but still suffers from poor capacity retention and rate performance due to the interfacial resistance between the electrodes. To improve the interfacial resistance, we prepared a composite consisting of Li7La2.75Ca0.25Zr1.75Nb0.25O12 (LLCZN) garnet material as the ceramic, polyethylene oxide (PEO) as the polymer, and lithium hexafluorophosphate (LiPF6) as the salt. These compounds are mixed in a stoichiometric ratio and developed into a very thin disc-shaped solid electrolyte. The LLCZN provides a lithium-ion transport path to enhance the lithium-ion conduction during charging and discharging cycles, while the LiPF6 contributes more lithium ions via the transport path. The PEO matrix in the composite material aids in bonding the compounds together and creating a large contact area, thereby reducing the issue of large interfacial resistance. FESEM images show the porous nature of the electrolyte which promotes the movement of lithium ions through the electrolyte. The fabricated LLCZN/PEO/LiPF6 solid-state electrolyte shows outstanding electrochemical stability that remains at 130 mAh g(-1) up to 150 charging and discharging cycles at 0.05 mA cm(-2) current. All the specific capacities were calculated based on the mass of the cathode material (LiCoO2). In addition, the coin cell retains 85% discharge capacity up to 150 cycles with a Coulombic efficiency of approximately 98% and energy efficiency of 90% during the entire cycling process.",LiCoO2,130 mAh g(-1),N/A,N/A,150
267,doc_267,"This paper focuses on utilizing mixed salts to create a synergistic effect, particularly at lower temperatures. In this study, lithium tetrafluoroborate(LiBF4) and lithium difluoro (oxalic acid) borate (LiODFB) were added to an electrolyte consisting of ethyl carbonate (EC), propylidene carbonate (PC), ethyl methyl carbonate (EMC), and ethyl acetate (EA) using LiCoO2 as cathode material. The electrochemical properties of the obtained electrolyte were evaluated by various analytical techniques. Analysis of electrical conductivity showed that there is a certain relationship between solution conductivity and electrolyte composition and temperature. The capacity and cycle stability of LiCoO2 positive electrode in different electrolyte systems and at different temperatures were studied by cyclic voltammetry (CV), charge-discharge cycle, and impedance test. The surface properties of LiCoO2 cathode after cycling were analyzed by scanning electron microscope (SEM) and X-ray photoelectron spectroscopy (XPS). The results show that at - 20 ?, the first discharge specific capacity at 0.1C rate is 110.6 mAh/g, and the capacity retention rate of 100th cycle is 89.96%. The results of SEM morphology of the electrode before and after cycling show that too much or more LiODFB can form a thick or sparse CEI film, and the mixed salt 0.7 M LiBF4/0.3 M LiODFB-based electrolyte can form a uniform and dense CEI film that protects the electrode and prevents electrolyte decomposition.",LiCoO2,110.6 mAh/g (first discharge),0.1C,N/A,100th
268,doc_268,"Co -free Li -rich Mn-based layered oxides are promising candidates for next-generation lithium -ion batteries (LIBs) due to their high specific capacity, high voltage, and low cost. However, their commercialization is hindered by limited cycle life and poor rate performance. Herein, an in -situ simple and low-cost strategy with a nanoscale double -layer architecture of lithium polyphosphate (LIPP) and spinel phase covered on top of the bulk layered phase, is developed for Li1.2Mn0.5NI0.2O2 (LMNO) using Li*-conductor LiPP (denoted as LMNO@S-LiPP). With such a double -layer covered architecture, the half-cell of LMNO@S-LiPP delivers an extremely high capacity of 202.5 mAhg(-1) at 1 A.g(-1) and retains 85.3% of the initial capacity after 300 cycles, so far, the best high rate electrochemical performance of all the previously reported LMNOs. The energy density of the full -cell assembled with commercial graphite reaches 620.9 Wb kr (based on total weight of active materials in cathode and anode). Mechanism studies indicate that the superior electrochemical performance of LMNO@S-LiPP is originated from such a nanoscale double -layer covered architecture, which accelerates Li -ion diffusion, restrains oxygen release, inhibits interfacial side reactions, and suppresses structural degradation during cycling. Moreover, this strategy is applicable for other high -energy-density cathodes, such as LiNi0.8Co0.1Mn0.1O2, Li1.2Ni0.13Co0.13Mn0.54O2, and LiCoO2. Hence, this work presents a simple, cost-effective, and scalable strategy for the development of high-performance cathode materials.",LMNOs,N/A (g(-1) at 1 A),1 A,N/A,300
269,doc_269,"Structural instability and interface side reactions are considered to be the key factors that LiCoO2 (LCO) cannot maintain good electrochemical performance at voltages above 4.5 V. Here, a coating of lithium polyacrylate (LiPAA) was coated on the surface of the LCO by a wet chemical method. At a current density of 15 mA g(-1), LCO coated with LiPAA coating (LCO@LiPAA) has a discharge capacity of 216.7 mAh g(-1) in the voltage range of 2.7-4.6 V after 100 cycles, and the capacity retention rate is 84.53%. Even at a current density of 750 mA g(-1), the LCO@LiPAA-positive electrode still has a discharge capacity of 130.3 mAh g(-1). The results show that the uniform coating effectively blocks the side reactions between LCO and electrolyte, inhibits the occurrence of the irreversible phase transition of LCO, and improves the electrochemical performance of LCO@LiPAA cathode at 4.6 V.",LCO@LiPAA-positive electrode,216.7 mAh g(-1),"15 mA g(-1), 750 mA g(-1",2.7-4.6 V,100
270,doc_270,"Disposing of industrial and electronic waste poses a significant environmental challenge. A sustainable solution involves converting waste into raw materials for new components. This study synthesized the mixed oxide CoFe2O4/gamma-Fe2O3@SiO2/NaAlSi3O8 using abrasive sludge from the marble and granite industry and spent lithium-ion battery cathode material. X-ray diffraction (XRD) identified LiCoO2 and graphite C in the battery cathode, while abrasive sludge contained iron (alpha-Fe), magnetite (Fe3O4), albite (NaAlSi3O8), mica (KAl2(AlSi3O10)(OH)2), calcite (CaCO3), and dolomite (CaMg(CO3)2). The structure and morphology of the mixed oxide revealed clusters of nanometric particles. The mixed oxide had a band gap of 3.1 eV. It was applied as a catalyst for dye degradation via the photo-Fenton process and as an electrochemical pseudocapacitor. Methylene blue (MB) decolorization reached 100% after 50 min, with pseudo-first-order kinetics (coefficient of determination (R2) = 0.98). This efficiency remained even after six successive decolorization cycles. Electrochemical analysis revealed a maximum capacitance of 45.50 F g-1, specific capacity of 87.26 mAh g-1, energy density of 36.41 Wh kg-1, and coulombic efficiency of 88.81%. These findings highlight its reversible pseudocapacitive profile and efficiency, underscoring its importance for sustainable development and circular economy.",N/A,87.26 mAh g-1,N/A,N/A,6
271,doc_271,"The development of solid-state electrolytes with high ionic conductivity, broad electrochemical stability, and high air stability is the key to realizing the practical application of all-solid-state batteries. Herein, Sb- and O-cosubstituted Li10SnP2S12 sulfide electrolytes are prepared for the first time. An appropriate amount of Sb and O substitution provides the optimized Li10SnP1.84Sb0.16S11.6O0.4 electrolyte with the highest ionic conductivity of 2.58 mS . cm(-1) at RT. Furthermore, the cyclic voltammetry analysis results demonstrate that the Li10SnP1.84Sb0.16S11.6O0.4 electrolyte displays a broader electrochemical window of 1.4-5.0 V vs. Li+/Li than that of 1.7-2.4 V vs. Li+/Li for the nonsubstituted Li10SnP2S12. Moreover, benefitting from the soft acid Sb5+ and hard base O2- dual substitution, the air stability of electrolyte has been improved. Furthermore, the LiNbO3@LiCoO2/Li-In cell assembled with the Li10SnP1.84Sb0.16S11.6O0.4 electrolytes exhibits a high initial discharge specific capacity of 124.7 mAh . g(-1) at 0.05 C and maintains 85 % capacity retention after 200 cycles at 0.5 C and 25 degrees C, which is much higher than that of the cell assembled with the Li10SnP2S12 electrolytes. XPS measurement results revealed that the mechanism of improving cell stability is the inhibition of electrolyte side reaction in the cathode. Sb- and O-cosubstituted Li10SnP2S12 was demonstrated to be a promising solid electrolyte for practical all-solid-state batteries.",N/A,124.7 mAh . g(-1),"0.05 C, 0.5 C",1.4-5.0 V vs. Li+/Li,200
272,doc_272,"Developing fast-charging lithium-ion batteries (LIBs) that feature high energy density is critical for the scalable application of electric vehicles. Iron vanadate (FVO) holds great potential as anode material in fast-charging LIBs because of its high theoretical specific capacity and the high natural abundance of its constituents. However, the capacity of FVO rapidly decays due to its low electrical conductivity. Herein, uniform FVO nanoparticles are grown in situ on ordered mesoporous carbon (CMK-3) support, forming a highly electrically conductive porous network, FVO/CMK-3. The structure of CMK-3 helps prevent agglomeration of FVO particles. The electrically conductive nature of CMK-3 can further enhance the electrical conductivity of FVO/CMK-3 and buffer the volume expansion of FVO particles during cycling processes. As a result, the FVO/CMK-3 displays excellent fast-charging performance of 364.6 mAhg-1 capacity for 2500 cycles at 10 Ag-1 (with an ultralow average capacity loss per cycle of 0.003%) through a pseudocapacitive-dominant process. Moreover, the LiCoO2//FVO/CMK-3 full cell achieves a high capacity of 100.2 mAhg-1 and a high capacity retention (96.2%) after 200 cycles. The superior electrochemical performance demonstrates that FVO/CMK-3 is an ideal anode material candidate for fast-charging, stable LIBs with high energy density. (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(LIBs)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(FVO)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(CMK-3)(sic)(sic)(sic), (sic)CMK-3(sic)(sic)(sic)(sic)(sic)(sic)(sic)FVO(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(FVO/CMK-3).CMK-3(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)FVO(sic)(sic)(sic)(sic)(sic).CMK-3(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)FVO/CMK-3(sic)(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)FVO(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic), FVO/CMK-3(sic)10 Ag-1(sic)(sic)(sic)2500(sic)(sic)(sic)(sic)364.6 mAhg-1(sic)(sic)(sic), (sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)0.003%.(sic)(sic), LiCoO2//FVO/CMK-3(sic)(sic)(sic)(sic)200(sic)(sic)(sic)(sic)(sic)(sic)100.2 mAhg-1(sic)(sic)(sic)(sic)(sic)(sic)96.2%(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)FVO/CMK-3(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).",LiCoO2,"364.6 mAhg-1, 100.2 mAhg-1, 2500 mAhg-1",N/A,FVO,10 Ag-1
273,doc_273,"The development of high-performance all -solid-state lithium batteries (ASSLBs) relies on improving the interface stability between layered oxide cathodes and sulfide electrolytes, as well as the structural stability of cathode active materials. While coating technology is considered an effective solution, the fabrication of these coating materials using economically viable and scalable manufacturing processes remains a comprehensive and challenging task. In this study, a combination of first -principles calculations and experiments is employed to propose, for the first time, a simple and scalable aqueous process to in -situ construct an Li 3 VO 4 (LVO) buffer coating on the surface of LiCoO 2 (LCO) cathode, which exhibits high ionic conductivity, relatively low electronic conductivity, and high oxidation limit. The LVO buffering coating not only facilitates the migration of lithium ions at the interface, effectively suppresses interface side reactions, and reduces interface impedance, but also enhances the mechanical and structural stability of the cathode material. As a result, the LCO/LPSC/Li-In ASSLBs with 2% LVO coating exhibit an initial discharge capacity of up to 145.6 mAh g -1 at room temperature (0.1C), with a capacity retention of 94.89% after 100 cycles. Furthermore, the ASSLBs demonstrate good capacity and cycle stability under extreme testing conditions, including high voltage, high temperature, and low temperature, especially exhibiting an initial discharge capacity of up to 114.9 mAh g -1 at -20 degrees C.",Layered oxide,"Up to 145.6 mAh g-1, up to 114.9 mAh g-1 at -20°C",0.1C,N/A,100
274,doc_274,"To inhibit the agglomeration of tin-based nanomaterials and simplify the complicated synthesis process, a facile and eco-friendly self-formed template method is reported to synthesize tin submicron spheres dispersed in nitrogen-doped porous carbon (Sn/NPC) by pyrolysis of a mixture of disodium stannous citrate and urea. The vital point of this strategy is the formation of Na2CO3 templates during pyrolysis. This self-formed Na2CO3 acts as porous templates to support the formation of NPC. The obtained NPC provides good electronic conductivity, ample defects, and more active sites. Serving as anode for Li-ion batteries, the Sn/NPC electrode obtains a stable discharge capacity of 674.1 mAh/g after 150 cycles at 0.1 A/g. Especially, a high discharge capacity of 331.2 mAh/g can be achieved after 1100 cycles at 3 A/g. Additionally, a full cell coupled with LiCoO2 as cathode yields a discharge capacity of 524.8 mAh/g after 150 cycles at 0.1 A/g. In-situ XRD is implemented to investigate the alloying/dealloying reaction mechanisms. Density functional theory calculation ulteriorly explicates that NPC heightens intrinsic electronic conductivity, and NPC especially pyrrolic-N and pyridinic-N doping facilitates the Li-adsorption ability. Climbing image nudged elastic band method reveals low Li+ diffusion energy barrier in presence of N atoms, which accounts for the terrific electrochemical properties of Sn/NPC electrode. (C) 2022 Published by Elsevier Ltd on behalf of The editorial office of Journal of Materials Science & Technology.",LiCoO2,524.8 mAh/g,N/A,N/A,150
275,doc_275,"In this study, a laser irradiation method developed by Fraunhofer ILT was used to sinter screen-printed cathode layers of LiCoO2 (LCO) and Li7La3Zr2O12 (LLZO) directly on a stainless steel current collector. The laser sintering method was proved to be a promising method to sinter the composite cathode onto steel with greatly reduced side reactions and material degradation. In comparison, conventional sintering and another light-absorptionbased sintering method, namely rapid thermal processing (RTP) in a lamp furnace, led to almost complete decomposition of the LLZO phase accompanying with the detrimental formation of LaCoO3 and CoO. Phase and morphology analysis of the laser-sintered cathodes using Raman spectroscopy, X-ray diffraction, and scanning electron microscopy confirmed sintering of LCO and LLZO through the layer with small amounts of secondary phases (LaCoO3, Li0.5La2Co0.5O4 and CoO). The resulting porous matrix of the laser-sintered cathode was infiltrated with a polyethylene oxide (PEO) electrolyte to connect the cathode to an LLZO separator and a Li metal anode without an additional sintering step. This model cell was used to evaluate the electrochemical activity of the laser-sintered composite cathodes, which exhibited a specific discharge capacity of 102 mAh g-1 at 4.0 V in the first electrochemical cycle.",composite cathodes,102 mAh g-1,N/A,4.0 V,1
276,doc_276,"Surface coating is an effective way to suppress the structural collapse and surface side reactions of LiCoO2(LCO) at high voltage. Herein, KAlF4 is used as the raw material for coating modification and combining the wet chemical method and high-temperature solid-phase method to form a dense LiF, KF, and LiCo1-xAlxO2 composite coating layer on the surface of LCO. The fluoride composite coating layer can stabilize the surface of the material, and the solid solution phase can accelerate the transport of Li+ while stabilizing the surface. The synergistic effect of the composite coating phase has a positive effect on mitigating the surface side reactions and structural collapse of LCO at high cutoff voltages above 4.5 V. The modified sample had a first discharge specific capacity of 216.3 mAh/g at 0.5 C in the high-voltage range of 3.0-4.7 V and still had capacity retention of up to 60.4% after 200 cycles, while only 5.8% of unmodified LCO samples remained after 160 cycles. The improved electrochemical performance is attributed to the stabilized surface and phase structure, improved lithium ion diffusion coefficient induced by composite coating as evidenced by electrochemical impedance spectroscopy, cyclic voltammetry, and scanning electron microscopy.",LCO,216.3 mAh/g,0.5 C,3.0-4.7 V,200
277,doc_277,"The widespread popularization of electric vehicles and portable electronics gives rise to the concomitant surge of spent lithium-ion batteries (LIBs). Considering the resource shortage and environmental concerns, recycling degraded cathode materials is highly desirable to ensure the sustainable development of the whole LIBs industry. To this end, a facile LiBr-LiOH eutectic molten salt strategy is proposed for direct regeneration of highly degraded polycrystalline LiNi0.6Co0.2Mn0.2O2 (denoted as D-NCM622), which enables efficient renovation of the nonstoichiometric composition and damaged crystal structure in D-NCM622, including full Li-supplement, complete restoration from rock salt/spinel phases to the original layered structure, suppressive cation disorder, and reconstructed single-crystalline nature. Benefiting from these favorable structural characteristics, the regenerated cathodes (R-NCM622) exhibit significantly enhanced electrochemical performance relative to D-NCM622, delivering an initial discharge capacity of 174.0 mAh g_ 1 at 0.2 C, capacity retention of 82.5 % after 200 cycles at 0.5 C, and excellent rate performance (136.7 mAh g_ 1 at 5 C), which is comparable to the fresh commercial NCM622 (C-NCM622). More significantly, the current regeneration route possesses the incomparable advantages in economic benefit and environmental impact compared to conventional recycling routes based on technoeconomic analysis, ensuring sustainable recycling from highly degraded cathode materials.",NCM622,"174.0 mAh g^-1 (initial discharge), 136.7 mAh g^-1 (rate performance at 5 C)","0.2 C, 0.5 C, 5 C",N/A,200
278,doc_278,"Lithium (Li)-metal batteries (LMBs) possess the highest theoretical energy density among current battery designs and thus have enormous potential for use in energy storage. However, the development of LMBs has been severely hindered by safety concerns arising from dendrite growth and unstable interphases on the Li anode. Covalent organic frameworks (COFs) incorporating either redox-active or anionic moieties on their backbones have high Li-ion (Li+) conductivities and mechanical/chemical stabilities, so are promising for solid electrolyte interphases (SEIs) in LMBs. Here, we synthesized anthraquinone-based silicate COFs (AQ-Si-COFs) that contained both redox-active and anionic sites via condensation of tetrahydroxyanthraquinone with silicon dioxide. The nine Li+-mediated charge/discharge processes enabled the AQ-Si-COF to demonstrate an ionic conductivity of 9.8 mS cm-1 at room temperature and a single-ion-conductive transference number of 0.92. Computational studies also supported the nine Li(+ )mechanism. We used AQ-Si-COF as the solid electrolyte interphase on the Li anode. The LMB cells with a LiCoO(2 )cathode attained a maximum reversible capacity of 188 mAh g-1 at 0.25 C during high-voltage operation. Moreover, this LMB cell demonstrated suppressed dendrite growth and stable cyclability, with its capacity decreasing by less than 3% up to 100 cycles. These findings demonstrate the effectiveness of our redox-active and anionic COFs and their practical utility as SEI in LMB.",LiCoO2,188 mAh g-1,0.25 C,N/A,100
279,doc_279,"In this study, indium tin oxide (ITO) has been used for the first time in the surface modification of lithium-rich manganese-based cathode materials by magnetron sputtering to improve their electrical conductivity and electrochemical performance. The Li-rich Mn-based material (Li1.32Ni0.24Mn0.56O2) before and after the modification is examined by X-ray diffraction (XRD), scanning electron microscope (SEM), X-ray photoelectron spectroscopy (XPS), and transmission electron microscope (TEM). Furthermore, the electrochemical properties of the electrodes before and after modification are investigated using constant current charge/discharge, electrochemical impedance spectroscopy (EIS), and cyclic voltammetry (CV) test methods. The results revealed that the ITO-coated Li1.32Mn0.56Ni0.24O2 (LMN@ITO) electrode performs the best electrochemical performance. The highest discharge capacity (223.53 mAh/g) and the best retention rate (98.39%) are obtained after 100 cycles for the coin-cell using the LMN@ITO cathode electrode under a current density of 0.5 C. However, the discharge-specific capacities and cyclic retention rate of the uncoated samples are evaluated at 206.86 mAh/g and 95.81%, respectively. The performance improvement is attributed due to the ITO surface modification, which reduces the Mn dissolution and decreases the interfacial charge transfer resistance.",LMN@ITO,223.53 mAh/g,0.5 C,N/A,100
280,doc_280,"Co-free layered LiNi0.5Mn0.5O2 has received considerable attention due to high theoretical capacity (280 mAh g(-1)) and low cost comparable than LiCoO2. The ability of nickel to be oxidized (Ni2+/Ni3+/Ni4+) acts as electrochemical active and has a low activation energy barrier, while the stability of Mn4+ provides a stable host structure. However, selection of appropriate preparation method and condition are critical to providing an ideal layered structure of LiNi0.5Mn0.5O2 with good electrochemical performance. In this study, Layered LiNi0.5Mn0.5O2 has been synthesized by sol-gel and solid-state routes. According to the XRD, the sol-gel method provides a pure phase, and solid-state process only minimize the secondary phases to certain limit. The Ni2+/Mn4+ content in the sol-gel process was higher than in the solid-state reaction, which may be due to the chemical composition homogeneity of the sol-gel samples. Regarding the electrochemical behavior, sol-gel process is better than solid-state reaction. The discharge capacity is 145 mAh/g and 91 mAh/g for the sol-gel process and solid-state reaction samples, respectively.",LiNi0.5Mn0.5O2,"280 mAh/g (theoretical), 145 mAh/g, 91 mAh/g",N/A,N/A,N/A
281,doc_281,"Tunnel-structured polyantimonic acid (PAA) is an intriguing high-capacity anode candidate for alkali-metal-ion storage; however, the awful electroconductivity of PAA (approximate to 10(-10) S cm(-1)) normally requires coupling with large-surface-area conductive substrate (e.g., graphene), conversely leading to poor scalability, ultralow density, and execrable volumetric energy. Synergistic structural engineering of PAA via bulk-phase ion substitution and incorporation with low-cost flake graphite (FG) is presented here to construct composite electrodes for lithium storage. The full-occupation of Mn2+ into the tunnel-centers of PAA synchronously improves its bulk conductivity (approximate to 10(-5) S cm(-1)) and true density (4.58 g cm(-3)), whilst less than 20% volume expansion of PAA is consequently achieved by FG confinement with enhanced multielectron-reaction kinetics, unveiled by ex/in situ techniques. Besides delivering considerable volumetric capacity (>1200 mAh cm(-3) at 0.1 A g(-1)), thus-fabricated high-tap-density composite favors the construction of conducting additive-free, high-loading thick electrodes (>6.0 mg cm(-2)), exhibiting dual-boosted areal/volumetric capacities (4.2 mAh cm(-2)/743 mAh cm(-3)), and fast-charging capability (75% capacity charged within approximate to 13 min). Moreover, 3D-printed composite electrodes with tunable shape and mass-loading are also implemented to showcase impressive areal/volumetric Li+-storage performance. Paring with high-loading and high-compact-density LiCoO2 cathodes (e.g., 18.0 mg cm(-2)/3.53 g cc(-1)), full-cells achieve remarkable electrode-level areal-/volumetric-energy-densities beyond 7.0 mWh cm(-2)/850 Wh L-cathode+anode(-1).",LiCoO2,N/A,0.1 A g(-1),N/A,N/A
282,doc_282,"The lithiation reaction holds immense significance across various branches of chemistry, particularly in the realm of electrochemical energy storage. Here, we report a new method that enables a solvent -free process at room temperature, exhibiting remarkably swift reaction kinetics. Through this process, the chemical integration of Li + into charged materials based on transition metals is achieved using lithium iodide, LiI. An evident application of this method lies in advancing the direct recycling of cathode materials reclaimed from spent batteries. Notably, the process facilitates the efficient and direct recycling of spent Li (1-x) FePO 4 cathode material, sourced from a commercial LIB, without the need for any solvents or heat treatments. The regenerated material exhibits a fully reversible capacity of approximately 168 mAh/g against Li metal, even under high current density conditions, with a consistently stable coulombic efficiency surpassing 99 % over 45 cycles. This regenerative approach holds the potential for seamless extension to other LIB cathode materials, including but not limited to LMFP, LMO, LCO and NMC.",N/A,approximately 168 mAh/g,high current density conditions (no specific value given),not specified,45
