,abstract_id,abstract,Cathode,Capacity,C-rate,Voltage,Cycle number
551,doc_551,"Inhomogeneous lithium deposition is an intractable issue that would cause the uncontrollable formation of lithium dendrites, triggering the cycle-life and safety concern of lithium-metal batteries. Constructing lithiophilic sites is considered as an effective approach to modify the lithiophobic Cu current collector. However, whether the lithiophilic site is stable or can sustainably regulate the lithium deposition in the long-term cycling still keeps unknown. Herein, we conceive a unique sandwich anode composed of nanoscale Zn metals uniformly confined between GO and Cu foil. In such a unique structure the middle layer of lithiophilic Zn nanoparticles as a nucleation seed facilitates the deposition of lithium to form a zinc-lithium alloy, while the GO layer at the interface not only provides a channel for the rapid transport of lithium ions, but also has strong adsorption properties with Zn to ensure the stability of the nucleation seed during long-term cycling. As a result, the GO-protected alloy composite anode has a smaller overpotential and more stable cycling than the pure alloy anode and the graphene-protected unalloyed anode. Consequently, a high Coulombic efficiency above 98% for 200 cycles at 1 mA cm-2 and a prolonged lifespan of symmetrical cells for 600 h at 1 mA cm-2 with lower po-larization are achieved, which further renders the commercial LiFePO4 (LFP) based full cell cathode (11.5 mg cm-2) with high rate capacity of 90 mAh g-1 at 5 C) and high capacity retention of 81.1% at 1 C after 100 cycles. This work provides a new insight into high-efficiency Li storage by sustainable alloy sites.",LFP,90 mAh g-1,5 C,N/A,100
552,doc_552,"Solid-state lithium metal batteries (SSLMBs) have been widely predicted as an enabler for the next-generation high-energy-density batteries. To perform this goal, both solid electrolytes (SEs) and metallic Li anodes are the keys. Li-rich garnet SEs exhibit many unique advantages for enabling SSLMBs, such as high Li-ion conductivity, superior mechanical, chemical and electrochemical properties. However, the garnet-based SSLMBs suffer from intractable interfacial problems including poor-contact-induced high interfacial impedance and dendrite-induced fast short circuit, which greatly hinder their practical application. In this work, a facile and low-cost artificial interface engineering is proposed to improve Li/SEs interface. Benefitted from the superior wettability of iso-propanol InCl3 solution on the Li6.4La3Zr1.4Ta0.6O12 (LLZTO) surface, a homogeneous and tightly-adhering lithiophilic interface consisting of InLix and LiCl is efficiently constructed. As a result, the interface impedance was decreased from 189 to 10 Omega, and the critical current density for the LLZTO is increased from 0.2 mA cm(-2) to 0.7 mA cm(-2). The Li/Li symmetric cells can work stably above 4000 h at a current density of 0.2 mA cm(-2). At a higher current density of 0.45 mA cm(-2), no obvious dendritic Li proliferation and interfacial contact failure is observed after cycling for more than 1000 h. The full cells with LiFePO4 as cathode exhibit a superior electrochemical performance with a reversible capacity of 127 mAh g(-1) at 0.5 C after 475 cycles, and a rate capability of 101 mAh g(-1) at 1 C. This effective, simple and economical wet-chemistry strategy for constructing Li/SEs artificial interface may provide an alternative route for solve the interfacial issues of other SSLMBs.",LiFePO4,127 mAh g(-1),0.5 and 1,N/A,475
553,doc_553,"The Li+ transport kinetics and electrochemical stability of advanced solid-state Li metal batteries (SLMBs) are seriously limited by the actual electrolyte compositions. Here, a novel polyether-based electrolyte (PTGDOX) is presented through in situ co-polymerization by integrating 1,3-dioxane with a multifunctional 1,3,5-triglycidyl isocyanurate additive. The isocyanurate group in PTGDOX not only provides abundant coordinating sites for Li+ transfer and restricts the movement of anions, but also prompts a beneficial inorganic-rich solid electrolyte interface on the Li electrode. As a result, PTGDOX exhibits a remarkably increased ionic conductivity of 0.48 mS cm-1 at 30 degrees C and a reasonable Li-ion transference number of 0.68, enabling the Li||Li symmetric cells to stably cycle for over 2000 h at 1 mAh cm-2. Meanwhile, the assembled Li||LiFePO4 exhibit a 97.4% capacity retention after 700 cycles at 3 C with excellent thermal stability. Moreover, PTGDOX also demonstrates excellent interfacial compatibility with high-voltage LiNi0.8Co0.1Mn0.1O2 cathode. As such, this work provides a facile and accessible strategy for designing interface-stable polymer electrolytes and achieving practical dendrite-free SLMBs. PTGDOX solid polymer electrolyte is in situ prepared and exhibits favorable lithium-ion conductance, remarkable thermal stability, high mechanical strength, and great capability to suppress the Li dendrites growth. This concept for polyether electrolytes provides an important theoretical basis and technical means for achieving practical dendrite-free solid Li-metal batteries. image",N/A,N/A,"3 C, 1 mAh cm-2",high-voltage (not specific value),"700, over 2000 h"
554,doc_554,"Single-phase monoclinic-phase carbon-coated Li3V2(PO4)(3) nanocrystallites were developed by a citric acid gel technique. Mg2+ was doped to replace V3+ in Li3V2(PO4)(3) to generate defects and enhance the charge/discharge efficiency of the Li3V2(PO4)(3) material. The Li-ion transfer coefficient was enhanced by adding more Li+ ions to the lattice, which balanced the formation of Li3+2x(MgxV1-x)(2)(PO4)(3). Li3+2x(MgxV1-x)(2)(PO4)(3) (x = 0, 0.05, 0.1, and 0.15) was synthesized as a single-phase monoclinic sodium super ionic conductor (NASICON) structure having a space group of P21/n, having high crystallinity and little secondary phase, suggesting that the working amount is x < 0.15. The x = 0.1 sample displayed a specific discharge capacity of 123.1 mAh g(-1) at 0.1C with 97.1 % coulombic efficiency and 43.3 % performance at 10C, while maintaining 99.5 % capacity retention also after 100 cycles from 3.0 to 4.3 V. The Li-ion diffusion coefficient was D-CV = 2.58 x 10(-10) cm(2)s(-1), indicating that the electrochemical performance can be improved by doping with an appropriate amount of Mg2+ to Li3V2(PO4)(3).",Li3V2(PO4)(3),123.1 mAh g(-1),"0.1, 10",3.0 to 4.3 V,100
555,doc_555,"Lithium metal anodes are regarded as the most promising candidate for rechargeable lithium-based batteries, but uncontrollable Li dendrites hinder further applications. Here, sine-wave analogous MXene (Ti3C2Tx) (SWA-MXene) layers are produced by spreading aqueous MXene dispersion onto the sectional surface of a metallic coil and subsequently drying at room temperature. COMSOL Multiphysics simulations demonstrate that the low curvature in SWA-MXene layers homogenizes the distributions of lithium ions and electric field, efficiently eliminating the lightning-rod effect on the surface of aligned electrodes in the process of Li deposition. As a result, the flexible SWA-MXene layers show a low overpotential for lithium nucleation (approximate to 13.5 mV at 0.05 mA cm(-2)) and deep plating-stripping capacities up to 40 mAh cm(-2), as well as a long cycle life up to 1250 h. Full cells consisting of a SWA-MXene-Li anode and a LiFePO4 cathode also exhibit a durable cycle life up to 420 cycles at 1088 mA g(-1).",LiFePO4,N/A,1088 mA g(-1),N/A,420
556,doc_556,"Tellurides are promising anode materials for lithium-ion batteries (LIBs) because of their high electronic conductivity and energy density. However, the slow kinetics and poor structural stability lead to decreased electrochemical performance. In this work, by utilizing the interface magnetization mechanism and assembly effect, high-performance CoTe2 nanoparticles encapsulated hierarchical N-doped porous carbon nanofibers were rationally designed and prepared (ES-CoTe2@NC) via facile tellurization of one-dimensional (1D) ZIF-67 nanocube assemblies. Benefiting from the synergistic effects of the unique structure and component, the ESCoTe2@NC anode exhibits a high reversible capacity of 1020 mAh/g at 0.1 A/g after 200 cycles, along with excellent long-term cycling stability, retaining a capacity of 780 mAh/g at 1 A g- 1 after 500 cycles. Notably, the ES-CoTe2@NC anode retains a remarkable capacity of 502 mAh/g even after 1000 cycles at a high current density of 5 A g- 1, highlighting its exceptional cycling stability. Besides, the Full cell coupled with LiFePO4 cathode delivers a high reversible capacity of 151.1 mAh g- 1 at 0.1 A g- 1 with stable cycling performance. The kinetics analysis reveals that the ES-CoTe2@NC anode has high pseudocapacitive properties, high electronic conductivity, and fast Li+ diffusion capability. Moreover, the ex-situ characterization clarifies the conversion reaction mechanism of ES-CoTe2@NC. This work provides a facile but effective way to construct highperformance CoTe2-based electrodes.",LiFePO4,"151.1 mAh g- 1, 1020 mAh/g, 780 mAh/g","0.1 A g- 1, 5 A g- 1, 1 A g- 1",,
557,doc_557,"Developing electrochemical energy storage that enables simultaneously delivering high areal, volumetric, and gravimetric performance is a grand fundamental and technological challenge. It is straightforward but prob-lematic to make electrodes thicker and denser for high areal and volumetric performance while sustaining a high level of gravimetric performance. The insufficient charge transports in these electrodes with high mass loading and electrode density could severely degrade the energy storage performance. Herein, we developed an energy -efficient fast sintering method (e.g., Spark Plasma Sintering) to fabricate a structural cathode with a high elec-trode density (2.0-2.3 g cm-3) and high mass loading (70-100 mg cm-2). The vertically aligned carbon networks and anisotropic pore channels in the ultrathick electrodes (300-500 mu m) are designed and tailored for efficient charge transports throughout the whole thickness. As a result, the sintered structural electrodes perform high areal (8.6 mAh cm-2), volumetric capacity (246 mAh cm-3), uncompromised gravimetric performance (164 mAh g-1) at normal current (<2 mA cm-2), and stable cycling with a capacity retention of 84% after 200 cycles under a current density of 4.5 mA cm-2.",Structural cathode,N/A,<2 mA cm-2,N/A,Stable cycling
558,doc_558,"LiMn0.5Fe0.5PO4 cathodes have a high energy density but a poor rate and poor cycling performance. To this end, a series of N/S-doped LiMn0.5Fe0.5PO4/C composite cathodes modified with different contents of Li2ZrO3 were prepared by a solvothermal synthesis combined with calcination. The microstructure, chemical composition, and electrochemical properties are analyzed. Li2ZrO3 adsorbed on the LiMn0.5Fe0.5PO4 primary particles' surface in an amorphous state and on spherical particles (5-10 nm). The cycling life and rate performance of the cathodes are improved by the modification of a moderate amount of Li2ZrO3. The LMFP/NS-C/LZO1 shows available capacities of 166.8 and 118.9 mAh center dot g-1 at 0.1 and 5 C, respectively. The LMFP/ NS-C/LZO1 shows no capacity loss after 100 cycles of charging/discharging (1 C), and still has a high capacity retention of 92.0% after 1000 cycles of charging/discharging (5 C). The excellent cycling performance of the LMFP/NS-C/LZO1 can be attributed to the improvement of the cathode microstructure and the electrochemical kinetics and the inhibition of Mn2+ dissolution by the moderate Li2ZrO3 modification.",LMFP/NS-C/LZO1,166.8 and 118.9 mAh center dot g-1,"0.1, 5 C",N/A,"100, 1000"
559,doc_559,"Lithium (Li) metal is regarded as one of the most promising anode candidates for future high energy density lithium batteries. The practical application of Li-metal anodes, however, is hindered by the uncontrollable growth of dendrites resulting from both huge volume change and unstable solid-electrolyte interfaces upon cycling. Herein, we propose a novel house strategy that utilizes the 3D NiO nanosheets decorated nickel foam as the frame to confine Li metal and the inorganic [LiNBH](n) chains with high Li ion conductivity as the artificial protective proof to establish a stable dendrite-free Li metal anode. Benefiting from the synergistic effect of the 3D NiO/Ni foam in lowering the local current density and accommodating the huge volume change of Li metal and the [LiNBH](n) protective layer in facilitating uniform Li+ diffusion and regulating Li deposition beneath this layer, the LiNBH-Li@Ni electrode presents an excellent long-term cycling lifespan of over 800 h at both 1 and 3 mA cm(-2) with a high areal capacity of 5 mAh cm(-2) in symmetric cells. Upon coupling this anode with LiFePO4 cathode, the thus-assembled full cells deliver an ultrahigh reversible capacity of 127.4 mAh g(-1) at 1 C after 200 cycles.",LiFePO4,N/A,N/A,N/A,N/A
560,doc_560,"Sustainable all-solid-state anode-less batteries may become critical for eliminating the challenges in traditional batteries. However, conditioning these batteries is a herculean challenge. In this study, anode-less cells were fabricated with single architectures, Cu/ZnO/Li2.99Ba0.005ClO/LiFePO4 or Cu/Li2O/Li2.99Ba0.005ClO/LiFePO4, and batteries of their off with two and three cells in series. Single- and multiple-cell batteries can undergo electrochemical cycles without requiring applied pressure while operating safely and inexpensively with viable materials at room temperature. All the batteries in this study did not require an inert atmosphere to be fabricated since no lithium metal was used a priori, which is a significant step toward sustainability, cost reduction, and scalability. The single cells featured a Li-anode nucleation layer of ZnO or Li2O doctor bladed on the negative current collector's surface. The maximum voltage accomplished in single cells was 3.2 V (with Li2O). Based on the most favorable capacity performance determined through electrochemical analysis, batteries incorporating two and three cells were assembled and connected in series, each integrating a ZnO layer, which enables the cell to achieve higher energy density. The two-cell battery achieves a maximum capacity of 6 mAh.g(cathode)(-1), corresponding to a lithium discharged thickness of 0.369 mu m, a maximum Coulombic efficiency CE of 34 %, almost half the CE of the single cell (76 %). Still, it is able to cycle for 18 cycles which is nearly the same number as a single cell. It is noteworthy that the internal resistance increases R-i,R-total = R-i,R-1 + R-i,R-2, while the capacitance decreases C-eq = C1C2/(C-1 + C-2), in two, or more, cells in series, in detriment to the capacity of the cell. The batteries, composed of three cells, cycled for 16 cycles to successfully power LEDs of different colors, finally showing a terminal potential of 5.3 V (1.8 V per cell). The groundbreaking finding in this study stems from assembling performing anode-less cells in series, representing a significant step forward in validating the viability of these cells for industrial applications. However, at the present power and energy densities, a long path is left to overcome until these cells are ready to serve in everyday use.",N/A,N/A,N/A,"3.2 V, nearly 1.0667 V (single cell)",18 cycles
561,doc_561,"Rational design of the pore structure and surface heteroatoms modification of the carbonaceous-based electrodes is essential for high performance energy storage. Herein, a N, S co-doped porous carbon nanotubes with hierarchically hollowed and trunk-branched nanotube structure based on polypyrrole was fabricated via simple soft template polymerization and activation. The 3D interconnected structure with uniformly distributed active sites can form intimate contact interface and interconnected channels, thus facilitate the electron transfer and electrolyte infiltration. Therefore, the N, S co-doped branched carbon reveals a large specific capacitance (420.6 F g(-1) at 0.5 A g(-1)), good rate capability (287.2 F g(-1) at 30 A g(-1)) and superior cyclic stability (99.32% capacitance retained after 12000 cycles) in supercapacitor. Moreover, this N, S co-doped branched carbon nanotubes also exhibits a high specific capacity (905 mAh g(-1) at 0.1 A g(-1)) and rate capability (461 mAh g(-1) at 12.8 A g(-1)) as LIBs anode. Additionally, full LIBs battery configured by aNSC-2.5//LiFePO4 can achieve an energy density of 2112 W h kg(anode)(-1) (424 W h kg(cathode)(-1)). This simple, well-controlled and easy-scalable porous carbon fabrication strategy can be applied in the many practical fields.",N/A,905 mAh g(-1),"0.1 A g(-1), 12.8 A g(-1)",N/A,N/A
562,doc_562,"The lithiation reaction holds immense significance across various branches of chemistry, particularly in the realm of electrochemical energy storage. Here, we report a new method that enables a solvent -free process at room temperature, exhibiting remarkably swift reaction kinetics. Through this process, the chemical integration of Li + into charged materials based on transition metals is achieved using lithium iodide, LiI. An evident application of this method lies in advancing the direct recycling of cathode materials reclaimed from spent batteries. Notably, the process facilitates the efficient and direct recycling of spent Li (1-x) FePO 4 cathode material, sourced from a commercial LIB, without the need for any solvents or heat treatments. The regenerated material exhibits a fully reversible capacity of approximately 168 mAh/g against Li metal, even under high current density conditions, with a consistently stable coulombic efficiency surpassing 99 % over 45 cycles. This regenerative approach holds the potential for seamless extension to other LIB cathode materials, including but not limited to LMFP, LMO, LCO and NMC.",N/A,168 mAh/g,High,N/A,45
563,doc_563,"Structural batteries require electrodes with integrated energy storage and load-bearing properties. Adoption of structural batteries can lead to mass and volume savings in electrified transportation and aerospace applications by storing energy within the object's structural elements. However, to date, active materials investigated in structural batteries exhibit poor rate capabilities at higher C-rates and even worse performance at lower temperatures due to diffusion limitations. Organic radical polymers are promising alternatives because they possess fast-charging properties and good cycling stability. In this work, we integrate an organic radical polymer with carbon fiber (CF) fabric, in which the polymer acts as the active cathode material and the CF fabric possesses excellent tensile strength, modulus and electronic conductivity. At 20 degrees C, the structural cathodes exhibited a reversible capacity of 67 mAh g-1 at 1C-rate and an 88% capacity retention at 25C-rate. Further, these structural electrodes retained more than 50% of their performance at -10 degrees C (vs 20 degrees C). These electrodes were further examined in a full cell containing a graphite-based anode, demonstrating a pathway for utilizing redox-active polymer-based active materials in structural and fast-charging organic batteries. PTMA-GMA-CF electrodes were prepared as structural composite electrodes for the first time and investigated in both lithium metal half-cells and full-cells with a graphite anode.The structural cathode achieved a fast-charging high-rate capability (similar to 25 C-rate), superior extended galvanostatic cycling performance (similar to 500 cycles) at 20 degrees C, as well as over 50% capacity retention at -10 degrees C at 1 C-rate.The electrode maintained the mechanical properties of the carbon fiber support.The obtained specific power is among some of the highest ever observed for structural electrodes.",polymer,67 mAh g-1,"1, 25",,
564,doc_564,"It has always been an important research direction for improving the intrinsic conductivity of Lithium iron phosphate materials. Doping can not only improve the intrinsic conductivity but also induce lattice distortion to increase the diffusion rate of lithium ions to improve the electrochemical performance. Zn-doped LiFe1-xZnxPO4 (x = 0, 0.025, 0.05, 0.075) is prepared from LiOH & sdot;H2O, FeSO4 & sdot;7H2O, H3PO4, ZnSO4 & sdot;7H2O. The composition, structure, morphology and electrochemical performance of the material are characterized in detail by XRD, SEM, EDS, cyclic voltammetry test, AC impedance test and other methods. The results show that the nano-spherical LiFe0.075Zn0.025PO4 exhibits excellent capacity performance and rate performance without intentionally coating C. The initial discharge specific capacity of the positive electrode material is 153.6 mAh & sdot;g- 1 at 0.2C. The material also exhibits excellent cycle performance, with a discharge-specific capacity of 148.6mAh g- 1 and a capacity retention rate of 96.7% after 100 cycles at a current density of 0.2C. Compared with the undoped samples, the doped ZnSO4 improves the actual capacitance of the samples. The high specific capacity retention rate at large rate charge-discharge indicates that zinc doping improves the structural stability of the samples. The crystal structure is not significantly damaged during the large current charge discharge process, and the magnification performance is improved.",Positive electrode material,"153.6 mAh/g-1 (initial discharge), 148.6 mAh/g-1 (after 100 cycles)","0.2C (initial discharge), 0.2C (after 100 cycles)",N/A,100
565,doc_565,"As a successor to LiFePO4, the research interest in LiMn1-yFeyPO4 has been sustained due to its higher working voltage and safety features. However, its further application is limited by the low compaction density caused by uncontrolled particle size. In this study, the high-quality LiMn0.69Co0.01Fe0.3PO4 (LMFP) materials were prepared using the freeze-drying method to process the LMFP precursor synthesized through a solvothermal crystallization method followed by a calcination process at different temperatures (400-550 degrees C). The results demonstrate that the obtained particles exhibit a spheroidal shape with a low specific surface area after secondary crystallization calcination at 700 degrees C. The compaction density increased from 1.96 g/cm(3) for LMFP precursor (LMFP-M1) to 2.18, 2.27, 2.34, and 2.43 g/cm(3) for samples calcined at 400, 450, 500 and 550 degrees C, respectively, achieving a maximum increase of 24%. The full cell constructed with the high-compaction-density material calcined at 500 degrees C displayed discharge capacities of 144.1, 143.8, and 142.6 mAh/g at 0.5, 1, and 3 C rates, respectively, with a retention rate of 99% at 3 C rate. After undergoing charging and discharging cycles at a rate of 1 C for up to 800 cycles, the capacity retention rate was found to be 90%, indicating an expected full cell life span exceeding 2500 cycles.",N/A,"144.1, 143.8, and 142.6 mAh/g","0.5, 1, and 3 C",N/A,up to 800 cycles
566,doc_566,"In previous decades, lithium-ion batteries (LIBs) were the most commonly used energy storage systems for powering portable electronic devices because LIBs exhibit reliable cyclability. However, owing to the low specific capacity of graphite used in the anode, further increase in the energy density of LIBs was limited. The Li metal anode is promising for the construction of next-generation high-energy-density batteries because of its ultrahigh theoretical capacity (3860 mAh(.)g(-1)) and low redox potential (-3.04 V vs. standard hydrogen electrode). However, the high activity of Li causes dendritic growth during cycling, which leads to cracking of the solid-electrolyte interphase (SEI), increase in side reactions, and formation of dead Li. Several strategies have been proposed to address these issues, including use of electrolyte additives, high-concentration electrolytes, protection of the Li metal surface with various coatings, use of solid-state electrolytes, and design of a three-dimensional (3D) Li host for regulating the nucleation and deposition of Li metal. Among them, the design of a 3D Li host has proven to be a simple and effective strategy. However, the commonly used 3D Li hosts include nanostructured carbons, which are lithiophobic and, thus, provide limited interaction sites with Li+ ions, leading to the deposition of Li metal on the Li host surface. Therefore, it is necessary to design a 3D Li host with enhanced interaction with Li+ ions to achieve uniform deposition. Herein, we develop a soft-hard templating route to synthesize 3D macro-/mesoporous C-TiC (denoted as 3DMM C-TiC) nanocomposites, which has been used in Li metal batteries. The as-synthesized materials possess high surface areas (similar to 510 m(2.)g(-)1), ordered structures, large pore volumes, and excellent conductivity. The continuous plating and stripping of Li metal and the formation of the hierarchically porous structure with sufficient volume to allow uniform Li deposition result in the alleviation of the volume change. The high specific surface area significantly decreases the local current density and suppresses dendrite growth. Consequently, ultrasmall TiC nanoparticles are uniformly distributed in the 3D macro-/mesoporous framework, which improves conductivity, enhances their interaction with Li+ ions, and promotes the uniform deposition of Li metal. Therefore, the fabricated 3DMM C-TiC||Li battery displays stable cycling performance with improved Coulombic efficiency (98%) over 300 cycles. Moreover, when the 3DMM C-TiC based Li metal anode is assembled with a LiFePO4 (LFP) cathode, the resultant full cells exhibit high specific capacity and excellent cycling stability. This study provides insight for the effective design of a 3D Li host for dendrite-free Li metal anodes.",LiFePO4 (LFP),N/A,N/A,N/A,300
567,doc_567,"Mn doping is widely used to improve the kinetic properties of LiFePO4 cathode materials. In this work, we synthesized LiFe0.99Mn0.01PO4 cathode material by a novel phase transition from the tavorite LiFePO4OH structure to the olivine LiFePO4 structure at 600 degrees C. A lower crystallization temperature not only results in a looser lattice for LiFePO4 material but also prevents crystal growth in higher temperatures and shortens the ion diffusion path. Experiments reveal that Mn doping can further broaden the lattice on this basis and thus ameliorate the Li+ diffusion property. The Density-Functional Theory (DFT) calculations not only support the above argument, but also predict that the LiFePO4 cathodes obtained from LiFePO4OH-to-LiFePO4 phase transition own lower Fe-Li antisite concentration (due to the high Fe-Li antisite formation energy of pre-lithiated precursor LiFePO4OH). As a result, the obtained LiFe0.99Mn0.01PO4 yields a discharge capacity close to the theoretical capacity of 169.2 mAh g(-1) at a low rate of 0.2 C, 142.9 mAh g(-1) at a high rate of 10 C and a capacity retention of 97.8% till 1000 cycles at 1 C. These findings indicate that the LiFePO4OH enabled by prelithiation in liquid provides a new idea for realizing substitution-modified LiFePO4 with optimal electrochemical performance.",LiFe0.99Mn0.01PO4,"169.2 mAh g(-1), 142.9 mAh g(-1)","0.2 C, 10 C, 1 C",N/A,1000
568,doc_568,"The application of solid polymer electrolytes (SPEs) has been impeded by the low ionic conductivity, narrow oxidation potential and poor mechanical strength. Herein, we designed a novel in-situ PVDF-HFP/Poly 1,3-dioxolane (PDOL) polymer electrolyte with dual-salts and functional plasticizers of succinonitrile (SN)/fluoroethylene carbonate (FEC). One of the dual-salts, Lithium difloro(oxalato)borate (LiDFOB), could initiate the polymerization of DOL in-situ in the porous PVDF-HFP host to improve the interfacial compatibility. SN is beneficial to the improvement of ionic conductivity and the stability of high voltage cathodes, while the FEC can generate the LiF-rich SEI on Li metal anode. The PVDF-HFP host can further restrict the motion of anion and increase the strength of the SPE. Therefore, the as-obtained SPE exhibits a thin thickness of ~ 32 mu m, high ionic conductivity of 1.06 x 10(-4) S cm(-1) at room temperature, an enlarged electrochemical window of 5.86 V versus Li/Li+ and high lithium-ion transference number t(Li+) of 0.72. Benefited from the synergetic effect, the Li/LiFePO4 cell delivers a high initial capacity of 141.7 mAh g(-1) at 2C with a capacity retention of 94.99% after 1000 cycles. This three-dimensional porous film-derived in-situ polymer electrolytes provide a new sight and simple strategy for designing polymer electrolytes, exhibiting attractive potential in flexible and high-energy-density solid-state batteries.",Li/LiFePO4,141.7 mAh g(-1),2C,5.86 V versus Li/Li+,1000
569,doc_569,"Lithium manganese iron phosphate (LiMn0.5Fe0.5PO4, LMFP) is recognized as an advanced cathode material for lithium-ion batteries, notable for its elevated operating voltage and enhanced energy density. However, its practical application remains constrained by low electronic conductivity and limited electrochemical kinetics, attributed to its one-dimensional lithium-ion (Li+) diffusion pathway. Crystal facet engineering offers a promising strategy to significantly increase the Li+ diffusion coefficient, thereby enhancing the high-rate performance of LMFP. In this study, LMFP with a preferentially exposed (010) crystal plane is synthesized for the first time through an ethylenediamine tetraacetic acid (EDTA)-assisted hydrothermal approach. Owing to the improved Li+ diffusion kinetics enabled by the exposed (010) crystal plane, the LMFP nanorods demonstrate outstanding rate capability and cycling stability. At a current rate of 10C, LMFP-2 achieves a discharge capacity of 91.5 mAh g-1 , marking a 116.3 % enhancement over LMFP-0. Following 500 cycles, LMFP-2 retains 96.4 % of its initial capacity at 1C and 78.6 % at 10C. This synthesis approach yields LMFP nanorods with significant potential for next- generation lithium-ion batteries, offering both high-rate capability and extended cycle life.","Lithium manganese iron phosphate (LiMn0.5Fe0.5PO4, LMFP)",91.5 mAh g-1,"10C, 1C",N/A,500
570,doc_570,"The lithium metal anode (LMA) is regarded as one of the most promising candidates for high-energy Li-ion batteries. However, the naturally formed solid electrolyte interface (SEI) is unsatisfied, which would cause continuous dendrite growth and thus prevent the practical application of the LMA. Herein, a stable electrolytic carbon-based hybrid (ECH) artificial SEI is constructed on the LMA via the in-situ electrodeposition of an electrolyte sovlent at ultrahigh voltage. This nanostructured carbon strengthened SEI exhibits much improved ionic conductivity and mechanical strength, which enables uniform Li+ diffusion, stabilizes the interface between the electrolyte and lithium metal, and inhibits Li dendrite breeding and Li pulverization. With the protection of this ECH layer, the symmetrical cells show stable long-term cycling performance over 500 h with an ultrahigh plating capacity of 5 mAh cm-2 at the current density of 5 mA cm-2. A full cell assembled with a Li[Ni0.8Co0.1Mn0.1]O2 or LiFePO4 cathode exhibits a long-term cycling life and excellent capacity retention.","Li[Ni0.8Co0.1Mn0.1]O2, LiFePO4",5 mAh cm-2,N/A,N/A,over 500 h
571,doc_571,"Battery designs are swiftly changing from metal-ion to rechargeable metal batteries. Theoretically, metals can deliver maximum anode capacity and enable cells with improved energy density. In practice, these advantages are only possible if the parasitic surface reactions associated with metal anodes are controlled. These undesirable surface reactions are responsible for many troublesome issues, like dendrite formation and accelerated consumption of active materials, which leads to anodes with low cycle life or even battery runaway. Here, a facile and solvent-free brushing method is reported to convert powders into films atop Li and Na metal foils. Benefiting from the reactivity of Li metal with these powder films, surface energy can be effectively tuned, thereby preventing parasitic reaction. In-operando study of P2S5-modified Li anodes in liquid electrolyte cells reveals a smoother electrode contour and more uniform metal electrodeposition and dissolution behavior. The P2S5-modified Li anodes sustain ultralow polarization in symmetric cell for >4000 h, approximate to 8x longer than bare Li anodes. The capacity retention is approximate to 70% higher when P2S5-modified Li anodes are paired with a practical LiFePO4 cathode (approximate to 3.2 mAh cm(-2)) after 340 cycles. Brush coating opens a promising avenue to fabricate large-scale artificial solid-electrolyte-interphase directly on metals without the need for organic solvent.",LiFePO4,3.2 mAh cm(-2),N/A,N/A,340
572,doc_572,"In this study, pure sodium iron phosphate [Na3Fe2(PO4)(3), abbreviated NFP] and graphene-embedded sodium iron phosphate [Na3Fe2(PO4)(3)/graphene, abbreviated NFP/G] were effectively produced through a facile sol-gel method followed by physicochemical and electrochemical characterization for sodium-ion batteries. The resulting NFP nanoplates exhibited an even distribution and firm attachment to the graphene sheets of the NFP/G nanocomposite. The nanocomposite displayed superior sodium storage capacity, achieving 115.1 mAh g(-1) at a 0.1 C rate, closely approximating the theoretical capacity of pure NFP. As a SIBs cathode, NFP/G stands out for its exceptionally long cycle life and high capacity. It surpasses the capacity of pure NFP, and its derivatives studied at these charge/discharge rates, delivering high capacities of 103.7 mAh g(-1) (96.4%) and 86.8 mAh g(-1) (93.7%) after 50 and 500 cycles at 0.5 C and 1 C, respectively. The interaction between the NFP nanoplates evenly distributed on the graphene sheets established active sites, promoting the fast and efficient diffusion of sodium ions, leading to reduced diffusion lengths and enhanced electronic conductivity. These results emphasize the promising potential of these nanocomposites for sodium-ion energy storage applications.",NFP/G,"103.7 mAh g(-1), 96.4%; 115.1 mAh g(-1); 86.8 mAh g(-1), 93.7%","0.1 C, 0.5 C, 1 C",N/A,"50, 500"
573,doc_573,"Using 3D host is an effective way to solve the dendrite growth problem and accommodate volume changes of lithium (Li) metal anode. However, the preferred Li deposition on the top surface leads to the Li metal agglomeration at the surface. In addition, the large weight of the 3D host also greatly decreases the capacity based on the whole anode. Herein, a bidirectional lithiophilic gradient modification, including a top-down ZnO gradient and a bottom-up Sn gradient, is applied to an ultralight 3D carbon nanofiber host (density: 0.1 g cm(-3)) and ensures the evenly filling lithium deposition in the 3D host. ZnO transforms into highly ionic conductive Li-Zn alloy and Li2O during cycling, enhancing the Li-ion transportation from top to bottom. The metallic Sn also lowers the Li nucleation potential, guiding the preferential Li deposition from the bottom. With such a host, a stable CE of 97.5% over 100 cycles at 1 mA cm(-2) and 3 mAh cm(-2) is achieved, and the full battery also delivers good cycling stability over 300 cycles with a high CE of 99.8% coupled with high loading LiFePO4 cathode (10 mg cm(-2)) and low N/P ratio (approximate to 3).",LiFePO4,3 mAh cm(-2),1 mA cm(-2),N/A,"100, 300"
