,abstract_id,abstract,Anode,Capacity,C-rate,Voltage,Cycle number
226,doc_226,"Two-dimensional (2D) materials with high specific capacities and superior physical properties are essential for designing rechargeable metal-ion batteries. In this study, first-principles calculations were performed to evaluate the potential of a WSSe monolayer as an electrode material for rechargeable lithium (Li), sodium (Na), and potassium (K) ion batteries. Our results showed that all alkali adsorptions were energetically stable and caused a semiconductor-to-metal transition, improving electronic conductivity. The calculated open-circuit voltage (OCV) for Li ions (0.48 V), Na ions (0.57 V), and K ions (0.37 V) was less than 1 V, which is critical for high charge and discharge rates. The maximum theoretical capacities for Li, Na, and K atoms adsorbed on the Janus WSSe monolayer were 477.8, 371.5, and 156.0 mAh/g, respectively. Our calculated migration energy barriers for Li, Na and K on S layer (Se layer) are (0.25, 0.07 and 0.07 (0.18, 0.04 and 0.038) eV, respectively, suggesting that the Se layer experiences faster Li-ion diffusion than the S layer. The ion diffusion potential for Li, Na, and K on the S layer (Se layer) for path 1 was considerably lower than paths 2 and 3, suggesting that the Se layer has faster Li-ion diffusion than the S layer. These findings provide a promising avenue for designing high-performing anode materials for rechargeable metal-ion batteries.",N/A,N/A,N/A,N/A,N/A
227,doc_227,"Molybdenum disulfide (MoS2), as a typical two-dimensional material with high theorical capacity (670 mAh g(-1)), is widely used for electrode material in energy storage systems. However, the inferior electronic conductivity, low stability, and sluggish kinetics make it prone to stack during cycling, resulting in a poor lifespan and rate performance. In this work, a 3D network porous structure MoS2/OAPC composite was fabricated by carbonizing biowaste apple pomace (AP) collected from concentrated juice factory, then oxidizing apple pomace carbon (APC), and finally sulfurizing (NH4)(6)Mo7O24.4H(2)O/OAPC preform. The oxidization process ensures rich surface oxygen-containing functional groups on OAPC, which will provide necessary nucleation sites for the growth of MoS2, enhance the interfacial bonding strength and effectively avoid the agglomeration of MoS2 sheets resulting in a stable structure and high conductivity. In addition, the 3D porous connectivity structure provides necessary guarantee for the fast kinetics of sodium transport. Therefore, the MoS2/OAPC anode exhibits a high capacity of 601.8 mAh g(-1) after 50 cycles at a current density of 0.2 A g(-1). When the current density is as high as 2 A g(-1), a promising rate capacity of 297.2 mAh g(-1) can still be maintained.(c) 2022 Elsevier B.V. All rights reserved.",MoS2/OAPC,601.8 mAh g(-1),0.2 A g(-1) / 2 A g(-1),N/A,50
228,doc_228,"Interface engineering in electrode materials is an attractive strategy for enhancing charge storage, enabling fast kinetics, and improving cycling stability for energy storage systems. Nevertheless, the performance improvement is usually ambiguously ascribed to the synergetic effect, the fundamental understanding toward the effect of the interface at molecular level in composite materials remains elusive. In this work, a well-defined nanoscale MoS2/TiO2 interface is rationally designed by immobilizing TiO2 nanocrystals on MoS2 nanosheets. The role of heterostructure interface between TiO2 and MoS2 by operando synchrotron X-ray diffraction (sXRD), solid-state nuclear magnetic resonance, and density functional theory calculations is investigated. It is found that the existence of a hetero-interfacial electric field can promote charge transfer kinetics. Based on operando sXRD, it is revealed that the heterostructure follows a solid-solution reaction mechanism with small volume changes during cycling. As such, the electrode demonstrates ultrafast Na+ ions storage of 300 mAh g(-1) at 10 A g(-1) and excellent reversible capacity of 540 mAh g(-1) at 0.2 A g(-1). This work provides significant insights into understanding of heterostructure interface at molecular level, which suggests new strategies for creating unconventional nanocomposite electrode materials for energy storage systems.",N/A,"540 mAh g(-1), 300 mAh g(-1)","0.2 A g(-1), 10 A g(-1)",,
229,doc_229,"In the search for clean energy technologies, it is crucial to develop low-cost batteries with enhanced performance, and 2D materials are promising for electrode applications owing to their high surface area where fast ionic diffusion can occur. In this work, density functional theory calculations that demonstrate the great potential of recently synthesized 2D pyrite as a battery electrode are reported. An extensive analysis of its performance toward Li-ion batteries and post-lithium technologies (Na, K, Mg, Ca, Zn, Al), as well as how point defects can be leveraged to engineer its electronic properties are reported. First, the results explain that the main drawback of the unmodified material, namely its voltammetric peaks at high voltages, is due to the overly strong adsorption of lithium ions. Second, it is demonstrated that hydrogenation of the material leads to milder open-circuit voltages without compromising the capacity of the anode, and lowers the diffusion barrier to only 0.06eV for both Li and K ions. With a capacity as high as 1317 mAh g-1 for Al-ion, hydrogenated monolayer pyrite is demonstrated to be a promising material for energy storage applications. This work reports the computational engineering of recently synthesized non-van der Waals 2D pyrite toward lithium and post-lithium battery technologies. Ab initio calculations show that hydrogenated 2D pyrite combines high capacity, mild open-circuit voltages and ultrafast ionic diffusion, which makes this low-cost material a promising candidate for energy storage applications. image",N/A,1317 mAh g-1,N/A,N/A,N/A
230,doc_230,"Aqueous zinc-ion batteries (AZIBs) with low cost and high safety are promising energy storage equipment for large-scale grids. However, the further development of AZIBs is obstructed by finite usability of cathode materials. Recently, layered materials represented by MoS2 have attracted attentions because they can provide facile two-dimensional (2D) channels for the diffusion of Zn2+, but low capacity and poor rate capability limit their applications. Herein, two classical layered materials are combined to form a stable heterostructure (MoS2-rGO) by insitu growing metallic 1T-MoS2 nanoflowers on reduced graphene oxide (rGO) to provide more 2D channels for electrons transfer and Zn2+ diffusion. The MoS2-rGO heterostructure exhibits high specific capacity (303.10 mAh g(-1) at 0.20 Ag-1) and ultrahigh rate capability (102.70 mAh g(-1) at 20.00 Ag-1, i.e., capacity retention of 33.88% for a 100-fold increase in current density) in aqueous electrolyte. Furthermore, the quasi-solidstate aqueous zinc-ion battery based on MoS2-rGO heterostructure also shows high electrochemical performance at bending states and extreme temperature. This work provides an inspiration for construction of AZIBs with high-performance layered cathode.",MoS2-rGO heterostructure,N/A,N/A,N/A,N/A
231,doc_231,"Active sites, mass loading, and Li-ion diffusion coefficient are the benchmarks for boosting the areal capacity and storage capability of electrode materials for lithium-ion batteries. However, simultaneously modulating these criteria to achieve high areal capacity in LIBs remains challenging. Herein, MoS2 is considered as a suitable electroactive host material for reversible Li-ion storage and establish an endogenous multi-heterojunction strategy with interfacial Mo-C/N-Mo-S coordination bonding that enables the concurrent regulation of these benchmarks. This strategy involves architecting 3D integrated conductive nanostructured frameworks composed of Mo2C-MoN@MoS2 on carbon cloth (denoted as C/MMMS) and refining the sluggish kinetics in the MoS2-based anodes. Benefiting from the rich hetero-interface active sites, optimized Li adsorption energy, and low diffusion barrier, C/MMMS reaches a mass loading of 12.11 mg cm(-)2 and showcases high areal capacity and remarkable rate capability of 9.6 mAh cm-2@0.4 mA cm(-2 )and 2.7 mAh cm(-2)@6.0 mA cm(-2), respectively, alongside excellent stability after 500 electrochemical cycles. Moreover, this work not only affirms the outstanding performance of the optimized C/MMMS as an anode material for supercapacitors, underscoring its bifunctionality but also offers valuable insight into developing endogenous transition metal compound electrodes with high mass loading for the next-generation high areal capacity energy storage devices.",MoS2-based,"9.6 mAh cm-2, 2.7 mAh cm-2","0.4 mA cm(-2), 6.0 mA cm(-2)",N/A,500
232,doc_232,"Recycling waste resources into electrode materials for energy storage is crucial for achieving sustainable societal advancements. In industrial production, anthracite can be employed as a filter material following the annealing process, which effectively reduces the ash content and facilitates the growth of nanographite-like domains within the material. In this work, waste coal-based filter materials are recycled into carbon anode materials for potassium and sodium-ion batteries through a simple pickling process. Mixed acid treatment is used to remove the impurities in the waste filter material without damaging the nanographite-like domain. The nanographite-like domains offer active sites for K+ insertion, while the stacked structure of these domains generates a large number of closed pores for Na+ pore filling. Additionally, the numerous grain boundaries facilitate rapid ion diffusion. When the waste filter material derived carbon is used as anode material for PIBs, it can display a reversible potassium storage capacity of 258.8 mAh/g at 0.05 A/g. For SIBs, it exhibits the reversible capacity of 247.2 mAh/g with an obvious platform at low voltage at 0.02 A/g. A sodium-ion full battery is assembled with WFC-1800 and Na3V2(PO4)3 as electrodes, exhibiting an energy density of 179.08 Wh/kg. These findings provide a new approach to tackle the challenge of coal-based waste utilization and promote progress in the field of largescale storage applications.",Waste filter material derived carbon,"258.8 mAh/g, 247.2 mAh/g","0.02 A/g, 0.05 A/g",N/A,N/A
233,doc_233,"Finding high-performance electrode materials is one of the most effective ways to improve the energy density of current metal-ion batteries. MoS2-like 1H-BeP2 is intrinsically metallic before and after adsorption of metal ions and shows good electrical conductivity. Based on present first-principles calculations, 1H-BeP2 could be regarded as a potential promising electrode material for metal-ion batteries. Importantly, the fully Li (Na) phase X4BeP2 (X = Li, Na) for 1H-BeP2 exhibits a high theoretical capacity of 1510 mAh/g with up to one layer of potassium ions, outperforming most previously reported 2D candidates. Meanwhile, it is found that the open circuit voltage and diffusion barrier of 1H-BeP2 after fully adsorbed metal ions were as low as 0.17 V, 0.22 V and 0.34 V, respectively, which was surprising. Present studies would be helpful for the exploration of novel 1H-BeP2 type electrode materials for metal-ion batteries.",N/A,N/A,N/A,"0.17 V, 0.22 V, 0.34 V",N/A
234,doc_234,"The synthesis of a perpendicular growth structure of MoS2 nanosheets on graphene for efficient sodium storage is challenging yet ideal due to the benefits of open ion diffusion channels and high electronic conductivity. In this study, we have successfully fabricated a novel structure of vertical MoS2 nanosheets on graphene, with ZnS nanoparticles serving as bonding points (MoS2/ZnS/G), through a facile hydrothermal method. During the synthesis process, Zn2+ not only acts as a landing site for the vertical growth of MoS2 nanosheets but also triggers the formation of a defect-rich structure in the final samples. This unique architecture of MoS2/ZnS/G effectively combines the advantages of a vertically aligned geometry and a defect-rich structure for energy storage. The resulting structure displays shortened transport paths for electrons/ions, enhanced conductivity, improved structural integrity, and an increased number of active sites for promising electrochemical performance. As expected, when used as anode for sodium-ion batteries, the as-synthesized MoS2/ZnS/G exhibits excellent rate capability (high capacity of 298 mAhg(-1) at 5 Ag(-1)) and good cycling stability (a capacity decay of 0.056% per cycle after 500 cycles at 1 Ag(-1)). According to the kinetic investigations, the electrochemical process of the MoS2/ZnS/G sample is primarily governed by a pseudocapacitive behavior, which enhances the charge/discharge kinetics and allows the MoS2/ZnS/G structure to remain intact during cycling.",MoS2/ZnS/G,298 mAhg(-1),"5 Ag(-1), 1 Ag(-1)",N/A,"500, unspecified"
235,doc_235,"With the continuous upsurge in demand for energy storage, batteries are increasingly required to operate at intermediate and high temperatures. Water-in-salt Li-ion batteries (WIS-LIBs) and molten-salt high-temperature Li batteries (MHLBs) possess inherent safety and are commendable facing intermediate and high temperature working conditions, respectively. However, considering the cost-effectiveness, the performance and in-depth working mechanism of the same material for both intermediate- and high-temperature batteries are seldom investigated. Herein, hollow C-MoS2 nanospheres have been employed as the electrode material for WIS-LIBs at 60 degrees C and MHLBs at 500 degrees C. When applied as the anode material in WIS-LIBs at 60 degrees C, the material exhibits a high specific capacity (128.9 mAh g-1 at 0.5 A g-1), great rate capability, and long cycling stability. This is mainly ascribed to the unique Li+ storage in the hollow nanosphere structure, fast ionic transfer and the more favorable formation of a dense SEI film at intermediate temperatures. During the battery operation, MoS2 undergoes phase transformation to Li3Mo6S8 and Li4MoO5 in the initial Li+ ion uptake and transforms to MoS2 and MoO3 after discharging in WIS-LIBs. When operated at 500 degrees C, high voltage plateaus and a high discharging specific capacity of 509.51 mAh g-1 at 0.25 A g-1 can be obtained in MHLBs. During galvanostatic discharging, MoS2 firstly transforms to Li3Mo6S8 and then to metallic Mo. All these results have revealed the excellent electrochemical performance and the working mechanism of the as-synthesized hollow C-MoS2 nanospheres in both intermediate- and high-temperature batteries. This work can inspire researchers to explore novel and advanced materials for batteries towards harsh working conditions and extend the environmental frontiers of the battery electrode materials studied at present.",N/A,128.9 mAh g-1,0.5 A g-1,N/A,N/A
236,doc_236,"Transition metal oxides (TMOs) are considered as the prospective anode materials in lithium-ion batteries (LIBs). Nevertheless, the disadvantages, including large volume variation and poor electrical conductivity, obstruct these materials to meet the needs of practical application. Well-designed mesoporous nanostructures and electronic structure modulation can enhance the electron/Li-ions diffusion kinetics. Herein, a unique mesoporous molybdenum dioxide/molybdenum phosphide heterostructure nanobelts (meso-MoO2/MoP-NBs) composed of uniform nanoparticles is obtained by one-step phosphorization process. The Mott-Schottky tests and density functional theory calculations demonstrated that meso-MoO2/MoP-NBs possesses superior electronic conductivity. The detailed lithium storage mechanism (solid solution reaction for MoP and partial conversion for MoO2), small change ratio of crystal structure and fast electronic/ionic diffusion behavior of meso-MoO2/MoP-NBs are systematically investigated by operando X-ray diffraction, ex situ transmission electron microscopy, and kinetic analysis. Benefiting from the synergistic effects, the meso-MoO2/MoP-NBs displays a remarkable cycling performance (515 mAh g(-1) after 1000 cycles at 1 A g(-1)) and excellent rate capability (291 mAh g(-1) at 8 A g(-1)). These findings can shed light on the behavior of the electron/ion regulation in heterostructures and provide a potential route to develop high-performance lithium-ion storage materials.",Meso-MoO2/MoP-NBs,515 mAh g(-1),8 A g(-1),N/A,1000
237,doc_237,"MoS2 as a typical layered transition metal dichalcogenide (LTMD) has attracted considerable attention to work as sodium host materials for sodium-ion batteries (SIBs). However, it suffers from low semiconducting behavior and high Na+ diffusion barriers. Herein, intercalation of N-doped amorphous carbon (NAC) into each interlayer of the tiny MoS2 nanosheets embedded on rGO conductive network is achieved, resulting in formation of rGO@MoS2/NAC hierarchy with interoverlapped MoS2/NAC superlattices for high-performance SIBs. Attributed to intercalation of NAC, the resulting MoS2/NAC superlattices with wide MoS2 interlayer of 1.02 nm facilitates rapid Na+ insertion/extraction and accelerates reaction kinetics. Theoretical calculations uncover that the MoS2/NAC superlattices are beneficial for enhanced electron transport, decreased Na+ diffusion barrier and improved Na+ adsorption energy. The rGO@MoS2/NAC anode presents significantly improved high-rate capabilities of 228, 207, and 166 mAh g(-1) at 20, 30, and 50 A g(-1), respectively, compared with two control samples of pristine MoS2 and MoS2/NAC counterparts. Excellent long-term cyclability over 10 000 cycles with extremely low capacity decay is demonstrated at high current densities of 20 and 50 A g(-1). Sodium-ion full cells based on the rGO@MoS2/NAC anode are also demonstrated, yielding decent cycling stability of 200 cycles at 5C. Our work provides a novel interlayer strategy to regulate electron/Na+ transport for fast-charging SIBs.",MoS2/NAC,"228, 207, and 166 mAh g(-1)","20, 30, and 50 A g(-1)",N/A,10 000
238,doc_238,"Metal-CO2 rechargeable batteries are of great importance due to their higher energy density and carbon capture capability. In particular, Na-CO2 batteries are potential energy-storage devices that can replace Li-based batteries due to their lower cost and abundance. However, because of the slow electrochemical processes owing to the carbonated discharge products, the cell shows a high overpotential. The charge overpotential of the Na-CO2 battery increases because of the cathode catalyst's inability to break down the insulating discharge product Na2CO3, thereby resulting in poor cycle performance. Herein, we develop an ultrathin nanosheet MoS2/SnS2 cathode composite catalyst for Na-CO2 battery application. Insertion of SnS2 reduces the overpotential and improves the cyclic stability compared to pristine MoS2. As shown by a cycle test with a restricted capacity of 500 mAh/g at 50 mA/g, the battery is stable up to 100 discharge-charge cycles as the prepared catalyst successfully decomposes Na2CO3. Furthermore, the battery with the MoS2/SnS2 cathode catalyst has a discharge capacity of 35 889 mAh/g. The reasons for improvements in the cycle performance and overpotential of the MoS2/SnS2 composite cathode catalyst are examined by a combination of Raman, X-ray photoelectron spectroscopy, and extended X-ray absorption fine structure analysis, which reveals an underneath phase transformation and changes in the local atomic environment to be responsible. SnS2 incorporation induces S-vacancies in the basal plane and 1T character in 2H MoS2. This combined impact of SnS2 incorporation results in undercoordinated Mo atoms. Such a change in the electronic structure and the phase of the MoS2/SnS2 composite cathode catalyst results in higher catalytic activity and reduces the cell overpotential.",MoS2/SnS2,35 889 mAh/g,50 mA/g,N/A,100
239,doc_239,"All-solid-state lithium-sulfur batteries (ASSLSBs) based on sulfide solid-state electrolytes (SSEs) provide prospectively high energy density and safety. However, the low conductivity and sluggish reaction kinetic of sulfur cathode limit its commercialization. The use of carbon additives can improve the electrical conductivity but accelerates the decomposition of SSEs. Herein, a highly conductive carbon fiber decorated with hybrid 1T/2H MoS2 nanosheets is designed. The high chemical and electrochemical compatibility among MoS2 and sulfide SSE can greatly improve the stability of the cathode and therefore maintain pristine interfaces. The uniform distribution of electrical-conductive metallic 1T MoS2 on carbon fiber benefits the electron transfer between carbon and sulfur. Meanwhile, the layered structure of MoS2 can be intercalated by a large amount of Li ions facilitating ionic and electronic conductivity. In consequence, the charge transfer and reaction kinetics are greatly enhanced, and the decomposition of SSEs is successfully relieved. As a result, the ASSLSB delivers an ultrahigh initial discharge and charge capacity of 1456 and 1470 mAh g(-1) at 0.05 C individually with ultrahigh coulombic efficiency and maintains high capacity retention of 78% after 220 cycles. The batteries also obtain a remarkable rate performance of 1069 mAh g(-1) at 1 C.",N/A,1456 mAh g(-1),"0.05 C, 1 C",N/A,220
240,doc_240,"Mesoporous carbon nanomaterials have shown a great application potential in energy storage and conversion fields due to their outstanding conductivity, tunable pore structure, and good chemical stability. Nevertheless, how to accurately control the pore structure, especially directly assembling the mesoporous carbon onto different substrates remains a big challenge. Herein, we have successfully assembled two kinds of highly nitrogen-doped mesoporous carbon onto carbon nanotubes (NMC/CNTs) based on a facile cooperative assembly process assisted by triblock PEO20PPO70PEO20 (P123) and PEO106PPO70PEO106 (F127) copolymers. The experimental results indicate that the P123/F127 mass ratio has a profound effect on the pore structure, leading to the formation of NMC/CNTs composites with spherical pore structure (S-NMC/CNTs) and cylindrical pore structure (CNMC/CNTs). In virtue of fast electron/ion transfer kinetics, the as-prepared S-NMC/CNTs anode demonstrates an excellent electrochemical performance for lithium-ion batteries, and it delivers a high reversible capacity of 588.1 mAh center dot g- 1 at the current of 0.1 A center dot g- 1 after 100 cycles, along with a superior cycling stability. Specifically noted, the controlled assembly route developed in our work can also be applied to other support materials with different structures and compositions.",S-NMC/CNTs,588.1 mAh/g,0.1 A/g,N/A,100
241,doc_241,"The development and preparation of anode materials with more rational structure and better performance has become an important part of improving the electrochemical performance of lithium-ion batteries (LIBs) and sodium-ion batteries (SIBs). Transition metal sulfides (TMSs) are more suitable for the needs of high specific energy secondary batteries than traditional carbon-based materials due to their advantages of low cost, simple preparation process, higher theoretical specific capacity and first-time coulombic efficiency. In this paper, CoS/ NC@MoS2 hollow nanospheres were successfully prepared by integrating bimetallic sulfides into nitrogen-doped carbon by high-temperature pyrolysis and hydrothermal sulfurization method using metal-organic frameworks (MOFs) as precursors and templates. A large number of MoS2 nanosheets aggregated at the interface effectively enhanced the electrochemical performance, and the nitrogen-doped carbon generated in situ at the interface provided more vacancy defects, thus improving the ionic conductivity, and the formation of heterostructure effectively shortened the ion/electron transport path. This excellent interfacial engineering and heterostructure formation enabled the hollow nanospheres to exhibit a better lithium/sodium storage capacity. When used in LIBs, it has a considerable specific capacity (1241.4 mAh g-1 at 0.1 A g- 1 after 100 cycles) and good cycling stability (1235.6 mAh g- 1 at 1.0 A g- 1 after 500 cycles). When used in SIBs, it is found to be stable at 1.0 A g- 1 after 500 cycles, and the reversible specific capacity is 535.2 mAh g-1. The excellent electrochemical properties of the hollow nanospheres show great promise for application in LIBs and SIBs.",Transition material with hollow nanosphere structure,"1241.4 mAh g-1 (LIB), 535.2 mAh g-1 (SIB)","0.1 A g-1, 1.0 A g-1",N/A,"100 cycles, 500 cycles"
242,doc_242,"Molybdenum sulfide (MoSx)-based materials have been extensively studied as a potential alternative of low-capacity graphite anode, owing to their remarkable capacity through intercalation and conversion reactions. However, these materials should be electrochemically activated at a low potential in first discharge and simultaneously degrade, owing to their inert basal plane and unstable sulfur configuration, respectively, leading to unexpectedly low performance. Hence, it is necessary to apply sulfur-enriched crystalline Mo3S13 clusters as an anode material to increase the number of active sites and energy densities. Unlike MoS2 possessing only terminal sulfur, Mo3S13 clusters have higher sulfur content with various and stable configuration in their structure, which can act as additional active sulfur sites. To realize an electrode with high energy density, we used the Mo3S13 clusters without any carbon supports as active materials. In the electrode preparation, we confirmed that employing poly(acrylic acid) and isopropyl alcohol as a binder and solvent, respectively, was appropriate for retaining the cluster crystallinity, resulting in the enhanced cycling stability. The Mo3S13 cluster-based electrode as a carbon-free electrode exhibited capacity of 1192 mAh g(-1) at 0.1 A g(-1) and good C-rate capability. The significant capacity variation with the selective removal of sulfur configuration in Mo3S13 clusters indicates that the increased sulfur contents were provided as additional sources for (de)lithiation.",Mo3S13,1192 mAh g(-1),Good,N/A,N/A
243,doc_243,"Sodium-based dual-ion batteries have received increased attention owing to their appealing cell voltage (i.e., >3 V) and cost-effective features. However, the development of high-performance anode materials is one of the key elements for exploiting this electrochemical energy storage system at practical levels. Here, we report a source-template synthetic strategy for fabricating a variety of nanowire-in-nanotube MSxTey@C (M = Mo, W, Re) structures with an in situ-grown carbon film coating, termed as nanocables. Among the various materials prepared, the MoS1.5Te0.5@C nanocables are investigated as negative electrode active material in combination with expanded graphite at the positive electrode and NaPF6-based non-aqueous electrolyte solutions for dual-ion storage in coin cell configuration. As a result, the dual-ion lab-scale cells demonstrate a prolonged cycling lifespan with 97% capacity retention over 1500 cycles and a reversible capacity of about 101 mAh g(-1) at specific capacities (based on the mass of the anode) of 1.0 A g(-1) and 5.0 A g(-1), respectively. Sodium-based dual-ion batteries are promising electrochemical energy storage devices. Here, the authors report a source-template synthetic strategy to prepare carbon-coated MoS1.5Te0.5 nanocables and their use as anode active materials in Na-based dual ion cells.",Carbon-coated MoS1.5Te0.5 nanocables,101 mAh g(-1),1.0 A g(-1) and 5.0 A g(-1),N/A,>1500
244,doc_244,"Electrodes with a high areal capacity are critical for developing high-energy-density sodium-ion batteries (SIBs). The free-standing thick electrode is a promising candidate among the state-of-art electrodes, since it has the advantages of high areal mass, binder-free, current-collector-free, and no carbon additive; thus, the whole mass of the electrode is an active material that can contribute to capacity. However, enhancing areal density by introducing thick electrodes impinges on the transport of charge carriers including ions and electrons. Here we designed and synthesized an ultrathick (1500 mu m) free-standing foam, which is a carbon framework with 1T-MoS2 nanosheets embedded in the vertically aligned channel wall. To tune the areal mass and morphology of the as-obtained foam, a confined iterative self-assembly strategy was proposed. The Na+ storage behavior was studied by using the as-obtained foam as a free-standing electrode against Na metal. Consequently, it displays good cycle stability even with a high areal mass of 20.74 mg cm(-2) and delivers an astonishing reversible areal capacity of 19.75 mAh cm(-2) at 0.01 A g(-1), which greatly exceeds that of most sodium storage materials. The proposed confined iterative self-assembly strategy for fabricating thick electrodes opens new avenues for high areal capacity batteries.",N/A,19.75 mAh cm(-2),0.01 A g(-1),N/A,N/A
245,doc_245,"Transition metal sulfides have great potential as anode materials for sodium-ion batteries (SIBs) due to their high theoretical specific capacities. However, the inferior intrinsic conductivity and large volume variation during sodiation-desodiation processes seriously affect its high-rate and long-cycle performance, unbeneficial for the application as fast-charging and long-cycling SIBs anode. Herein, the three-dimensional porous Cu1.81S/nitrogen-doped carbon frameworks (Cu1.81S/NC) are synthesized by the simple and facile sol-gel and annealing processes, which can accommodate the volumetric expansion of Cu1.81S nanoparticles and accelerate the transmission of ions and electrons during Na+ insertion/extraction processes, exhibiting the excellent rate capability (250.6 mAhg-1 at 20.0 Ag-1) and outstanding cycling stability (70% capacity retention for 6000 cycles at 10.0 Ag-1) for SIBs. Moreover, the Na-ion full cells coupled with Na3V2(PO4)3/C cathode also demonstrate the satisfactory reversible specific capacity of 330.5 mAhg-1 at 5.0 Ag-1 and long-cycle performance with the 86.9% capacity retention at 2.0 Ag-1 after 750 cycles. This work proposes a promising way for the conversion-based metal sulfides for the applications as fast-charging sodium-ion battery anode.",Cu1.81S/nitrogen-doped carbon frameworks,"330.5 mAhg-1, 250.6 mAhg-1 (at 20.0 Ag-1)","5.0 Ag-1, 10.0 Ag-1, 20.0 Ag-1",N/A,"750, 6000"
246,doc_246,"Vanadium diselenide (VSe2), with large interlayer spacing, is a promising anode material for sodium-ion batteries (SIBs). However, due to the existence of a conversion reaction, VSe2 will encounter a huge volume change during charging/discharging, resulting in electrode pulverization. On the other hand, VSe2 nanosheets are prone to disordered stacking during the deintercalation of sodium ions, affecting the next intercalation. Therefore, VSe2 embedded into a three-dimensional N-doped carbon framework (VSe2@3D-CN), was constructed to solve the above problems. Firstly, the three-dimensional carbon framework, with void spaces, can maintain the structural integrity of the electrode during charging/discharging, improving cycle performance. Secondly, the structure that VSe2 nanosheets are embedded in a three-dimensional carbon framework can avoid disordered stacking for VSe2, which can maintain an open insertion channel of sodium ions. Thirdly, nitrogen doping can increase the active sites, enhancing the absorption of sodium ions in the carbon layer and thus obtaining superior rate performance. Based on the synergistic effect of the above modification strategies, outstanding electrochemical performance was obtained. After charging and discharging 150 times at a current density of 200 mA/g, the specific capacity of VSe2@3D-CN is up to 465 mAh/g. Besides, the sodium storage model of VSe2@3D-CN has been built via ex situ XPS and ex situ HRTEM tests, which provides an important reference for improving cycle performance.",Sodium,465 mAh/g,200 mA/g,N/A,150
247,doc_247,"Layered materials are among the most promising anode candidates for sodium-ion batteries, but suffer from limited interplanar spacing and poor electrical conductivity, resulting in unsatisfactory electrochemical perfor- mance. Herein, a novel layered composite of Zn2SiO4 and carbon (Zn2SiO4/C) is designed by a simple one-pot hydrothermal intercalation strategy. The Zn2SiO4/C shows unique superlattice-like lamellar configuring that the Zn2SiO4 layers and graphene-like carbon layers are alternately stacked, forming a sandwich-type structure. Such alternating layered contexture endows Zn2SiO4/C with improved conductivity and stability. In addition, the interplanar spacing of the Zn2SiO4/C achieves 1.44 nm, larger than most state-of-the-art layered materials, allowing the fast ion transfer from bulk electrolyte to the inner surface. As such, the Zn2SiO4/C delivers a high reversible Na storage capacity of 374 mAh g-1, and it presents no visible capacity decline during the cycling test. More importantly, even under a very high current density of 20 A g-1, the capacity remains 180 mAh g-1, suggesting an ultrafast energy output within 33 s (approximate to 109 C). The ex-situ studies show that Na storage of Zn2SiO4 obeys a conversion-alloying mechanism, in which it is reduced to Zn, followed by the formation of NaxZn alloy.",Zn2SiO4,374 mAh g-1,20 A g-1,N/A,N/A
248,doc_248,"Out-of-plane ordered Mo2Ti2C3T x MXene is composed of M-site binary metals with richer structural compositions and physicochemical properties, thus becoming a potential candidate for energy storage materials. Here, the microstructures of pre-etched Mo2Ti2C3T x MXene were cleverly modified by the hydrothermal method at 250 degrees C and a sulfur-containing atmosphere, while MoS2/TiO2 heterostructures were in situ constructed on Mo2Ti2C3T x MXene. The as-prepared Mo2Ti2C3T x @MoS2/TiO2 hybrids deliver excellent lithium/sodium storage properties, especially outstanding rate properties and robust cycling stability. At 5 A g-1, Mo2Ti2C3T x @MoS2/TiO2 provides reversible Li+ (377.8 mAh g-1)/Na+ (133.5 mAh g-1) storage capacity. Capacity preservation reaches 83.7%/74% over 4500/30,000 cycles in LIBs/SIBs. This paper highlights the importance of rational structural modification by utilizing the rich metal compositions of M-sites in MXene, effectively enhancing its lithium/sodium storage capacity and broadening the further application of double transition metal MXene in secondary batteries.",Mo2Ti2C3T x @MoS2/TiO2,"Li+: 377.8 mAh g-1, Na+: 133.5 mAh g-1",5 A g-1,N/A,"4500 (LIBs), 30,000 (SIBs)"
249,doc_249,"Transition metal dichalcogenides (TMDs) as anodes have presented significant potential in alkali-ion batteries. Nevertheless, they are generally vulnerable to low conductivity and sluggish ion diffusion as well as severe volume variation. Here, a strategy of filling metal atoms into anion vacancies is proposed and applied to the example of WS2. More specifically, sulfur vacancies are produced and partially filled by Co atoms simultaneously in WS2 (denoted as Co@WS2-S-V), creating a highly reactive micro-structure composed of Co-W-S, which can not only effectively provide more active sites, but also boost the charge transfer and reaction kinetics. Consequently, the as-prepared Co@WS2-S-V exhibits superior K+ storage performance, which includes an ultrahigh reversible capacity of 382.9 mAh g(-1) at 0.05 A g(-1). Besides, Co@WS2-S-V still maintain a capacity of 112.6 mAh g(-1) after 1100 cycles at 2 A g(-1) while the capacity fades to similar to 0 mAh g(-1) after only 800 cycles for WS2. Simultaneously, Co@WS2-S-V also displays outstanding rate capability (338.7 mA h g(-1) at 2 A g(-1)) and acceptable cycling performance (264.2 mA h g(-1) at 1 A g(-1) after 100 cycles) for sodium storage. The strategy in our study provides new way of precisely designing the other TMDs anodes for metal-ion batteries.",Co@WS2-S-V,264.2 mA h g(-1),1 A g(-1) and 2 A g(-1),N/A,100 and 800 cycles
